representation,preproc,metric,algorithm,k,ari,nmi,bal_acc
ring_dual_permsym,z+pca10,cosine,average,2,0.2223418046291024,0.1638707447411984,0.7101630767518228
ring_dual_permsym,z+pca10,cosine,complete,2,0.2223418046291024,0.1638707447411984,0.7101630767518228
kmer3,z+pca10,euclidean,kmeans,3,0.22186760511246445,0.18300395181130236,0.7606723437413034
kmer3,z+pca10,cosine,kmeans,3,0.22186760511246445,0.18300395181130236,0.7606723437413034
kmer3,z+pca10,correlation,kmeans,3,0.22186760511246445,0.18300395181130236,0.7606723437413034
knots+ring,z,correlation,complete,2,0.2215905304941315,0.16873029078188462,0.7063227027327879
all,z+pca10,cosine,spectral,4,0.22132668994852697,0.2118431881435414,0.7744197695775588
syllable,z,cosine,average,2,0.22132277743701678,0.17079998417862452,0.7050425780597762
syllable,z,correlation,average,2,0.22132277743701678,0.17079998417862452,0.7050425780597762
syllable,z+pca10,cosine,average,2,0.22132277743701678,0.17079998417862452,0.7050425780597762
syllable,z+pca10,correlation,average,2,0.22132277743701678,0.17079998417862452,0.7050425780597762
ring_autocorr,z,euclidean,ward,3,0.2212471052865912,0.1801683131537505,0.75496744030723
whitehead,z,euclidean,ward,4,0.22124467665267533,0.2038125824897644,0.7720821506094506
whitehead,z+pca10,euclidean,ward,4,0.22124467665267533,0.2038125824897644,0.7720821506094506
ring_dual_permsym,z+pca10,euclidean,complete,4,0.22118915784326884,0.1963068009149497,0.7306450715200089
ring_dual,z,euclidean,ward,4,0.2209936559637011,0.17725501687227815,0.7503200311682529
ring+whitehead+syll,z-length,cosine,average,3,0.22099094807521863,0.17885243742399115,0.7524071909612067
ring+whitehead+syll,z-length,correlation,average,3,0.22099094807521863,0.17885243742399115,0.7524071909612067
knots+ring,z,euclidean,complete,5,0.22053825341178374,0.18576153391379127,0.7676573718483887
ring_dual_permsym,z,correlation,single,3,0.22019160366733698,0.16292736827181592,0.7101630767518228
ring+whitehead+syll,z+pca10,euclidean,average,6,0.2201564797729722,0.25612203752547646,0.7372961540602215
ring_dual_permsym,z,correlation,complete,3,0.21990777580768311,0.1479537106324451,0.7306450715200089
whitehead,z,cosine,ward,3,0.21983075207318992,0.1754819416880688,0.7044581733177493
whitehead,z+pca10,cosine,ward,3,0.21983075207318992,0.1754819416880688,0.7044581733177493
ring_dual,z+pca10,cosine,complete,4,0.219545198885951,0.18998376262047867,0.7753381198864585
ring_dual,z+pca10,cosine,complete,3,0.21940885658488318,0.21452993094493242,0.7753381198864585
ring_dual,z,euclidean,ward,2,0.21847326676706055,0.1928208087696416,0.7505426615461679
ring_dual_sym,z,correlation,average,2,0.21847326676706055,0.1928208087696416,0.7505426615461679
ring+whitehead+syll,z+pca10,cosine,complete,2,0.21847326676706055,0.1928208087696416,0.7505426615461679
all,z+pca10,cosine,ward,2,0.21847326676706055,0.1928208087696416,0.7505426615461679
whitehead,z,correlation,spectral,3,0.21814615845233756,0.19932899791912226,0.7589191295152223
ring+whitehead+syll,z+pca10,cosine,complete,3,0.21808257021292857,0.16509938429993773,0.7505426615461679
ring+whitehead+syll,z,cosine,ward,3,0.21790947362138496,0.16500492308457348,0.7524071909612067
ring+whitehead+syll,z-length,cosine,ward,3,0.21790947362138496,0.16500492308457348,0.7524071909612067
ring+whitehead+syll,z-length,correlation,ward,3,0.21790947362138496,0.16500492308457348,0.7524071909612067
ring_autocorr,z,cosine,average,2,0.21787861014661222,0.22407395233738317,0.7595035342572494
ring_autocorr,z+pca10,euclidean,complete,2,0.21787861014661222,0.22407395233738317,0.7595035342572494
ring_dual,z,euclidean,ward,3,0.21764394430890924,0.19512920101668202,0.7505426615461679
ring+whitehead+syll,z+pca10,euclidean,average,5,0.21763714868542336,0.2881763708656387,0.7168141592920354
ring_dual,z-length,cosine,average,4,0.21656132163469038,0.18406721182924238,0.7568319697222685
ring_dual,z-length,correlation,average,4,0.21656132163469038,0.18406721182924238,0.7568319697222685
ring_dual_sym,z+pca10,cosine,average,5,0.2157885944953378,0.22402684131525377,0.786191350809818
ring_dual_permsym,z+pca10,euclidean,complete,3,0.2157652141765214,0.21524884659918084,0.7101630767518228
ring_dual_sym,z-length,correlation,ward,4,0.21572025410832907,0.18683179835132976,0.7153948906328269
ring_spectrum,z,euclidean,average,6,0.2153832205579738,0.2027220668491452,0.7195970390159737
ring_dual_permsym,z,euclidean,average,6,0.2153832205579738,0.20272206684914543,0.7195970390159737
ring_dual_permsym,z+pca10,euclidean,average,6,0.2153832205579738,0.2027220668491454,0.7195970390159737
ring_autocorr,z,cosine,complete,4,0.21533206082366504,0.1713977269508867,0.7486781321311293
ring_dual_sym,z,cosine,complete,4,0.21533030778521314,0.20241663349818692,0.688400957310625
ring_autocorr,z,cosine,average,3,0.21517214029034923,0.1863068449722121,0.7595035342572494
ring_spectrum,z,euclidean,average,4,0.21501685197947193,0.1535369399419074,0.7306450715200089
ring_dual_sym,z,cosine,average,5,0.2149648600552834,0.2289127208142374,0.7436967774252796
kmer4,z+pca10,correlation,ward,3,0.21360261555716473,0.18580794261169048,0.7525185061501642
ring_dual,z+pca10,euclidean,complete,3,0.21359837788760336,0.16911260431786657,0.7512383814771526
knots+ring,z+pca10,cosine,spectral,4,0.2135761782514823,0.2167521248224481,0.7283352813491402
ring_dual_sym,z,cosine,spectral,3,0.21338605460189963,0.2150297743510241,0.6961930205376523
whitehead,z,euclidean,complete,6,0.2131933788454362,0.16434384204420885,0.7195970390159737
whitehead,z+pca10,euclidean,complete,6,0.2131933788454362,0.16434384204420885,0.7195970390159737
whitehead,z,euclidean,complete,4,0.21307432431135706,0.16690848171624983,0.7195970390159737
whitehead,z+pca10,euclidean,complete,4,0.21307432431135706,0.16690848171624983,0.7195970390159737
shape (control),z,euclidean,ward,3,0.21292993312335395,0.1687868742168231,0.7357655702120555
shape (control),z,euclidean,average,3,0.21292993312335395,0.1687868742168231,0.7357655702120555
shape (control),z,euclidean,single,3,0.21292993312335395,0.1687868742168231,0.7357655702120555
shape (control),z,euclidean,dbscan_q10,3,0.21292993312335395,0.1687868742168231,0.7357655702120555
shape (control),z+pca10,euclidean,ward,3,0.21292993312335395,0.1687868742168231,0.7357655702120555
shape (control),z+pca10,euclidean,average,3,0.21292993312335395,0.1687868742168231,0.7357655702120555
shape (control),z+pca10,euclidean,single,3,0.21292993312335395,0.1687868742168231,0.7357655702120555
shape (control),z+pca10,euclidean,dbscan_q10,3,0.21292993312335395,0.1687868742168231,0.7357655702120555
ring_autocorr,z,cosine,complete,3,0.21291976200552326,0.1954771607529955,0.7486781321311293
whitehead,z,euclidean,complete,5,0.2127542961039343,0.1657509506447685,0.7195970390159737
whitehead,z+pca10,euclidean,complete,5,0.2127542961039343,0.1657509506447685,0.7195970390159737
ring_dual,z,euclidean,average,6,0.21257289370789728,0.24308903890348454,0.7524071909612067
ring_dual_sym,z,cosine,average,4,0.21256725619644,0.25665064348344846,0.7232147826570936
ring_dual,z,euclidean,average,5,0.21239147128015137,0.1892249214747253,0.7524071909612067
shape (control),z,euclidean,average,4,0.2122921041557141,0.16678344431269074,0.7357655702120555
shape (control),z+pca10,euclidean,average,4,0.2122921041557141,0.16678344431269074,0.7357655702120555
ring_dual_sym,z-length,cosine,complete,3,0.2118682720759922,0.21707888973848144,0.6795513997885012
kmer2,z,euclidean,spectral,2,0.21174437809836733,0.17330350356507387,0.7409973840930595
kmer2,z+pca10,euclidean,spectral,2,0.21174437809836733,0.17330350356507387,0.7409973840930595
kmer23,z+pca10,cosine,complete,2,0.21160739519285623,0.18495001642035097,0.746117882785106
all,z+pca10,cosine,ward,3,0.2114957934024234,0.1614603320867678,0.7505426615461679
letters,z,cosine,complete,2,0.2114874960897428,0.15469035342531054,0.7281961373629431
letters,z,correlation,complete,2,0.2114874960897428,0.15469035342531054,0.7281961373629431
letters,z+pca10,cosine,complete,2,0.2114874960897428,0.15469035342531054,0.7281961373629431
ring_autocorr,z,cosine,complete,2,0.2114874960897428,0.19197293065025567,0.7486781321311293
ring_dual,z+pca10,euclidean,complete,2,0.2113332865030025,0.19996126808233813,0.7512383814771526
ring_dual_permsym,z,correlation,spectral,2,0.21079736790827872,0.1485876852650497,0.7192352646518618
knots+ring,z,euclidean,average,6,0.21061173738593436,0.24081056670355272,0.7524071909612067
kmer23,z+pca10,correlation,complete,3,0.21021440529595667,0.17167378061218375,0.7415817888350865
ring_dual_sym,z-length,correlation,average,4,0.20987231166724907,0.20726118365592008,0.741693104024044
ring+whitehead+syll,z,cosine,spectral,4,0.20971200891364386,0.19968844084912407,0.7548561251182724
knots,z,correlation,complete,4,0.2096686987552009,0.17213454662739755,0.7637056826403963
ring_spectrum,z,euclidean,average,3,0.20954184165003142,0.16416825298262291,0.7101630767518228
ring_dual_sym,z+pca10,cosine,average,4,0.20916861281119986,0.24847783004421758,0.7187900038960316
ring_dual_sym,z,correlation,ward,4,0.2087973954136637,0.16191699752674443,0.735654255023098
ring_dual_sym,z,correlation,average,5,0.20866470822466757,0.20503890644852096,0.7088829520788111
all,z,cosine,average,3,0.20857739974339126,0.1631855812244891,0.741693104024044
ring_dual,z,euclidean,spectral,4,0.20845356527878,0.20491521866627907,0.7170367896699505
knots+ring,z,cosine,spectral,4,0.20831979124498345,0.20784244288376136,0.7642900873824233
ring_dual_permsym,z,euclidean,kmeans,2,0.20814568676384554,0.15300663071840107,0.7013135192296989
ring_dual_permsym,z,cosine,kmeans,2,0.20814568676384554,0.15300663071840107,0.7013135192296989
ring_dual_permsym,z,correlation,kmeans,2,0.20814568676384554,0.15300663071840107,0.7013135192296989
ring_dual_permsym,z+pca10,euclidean,kmeans,2,0.20814568676384554,0.15300663071840107,0.7013135192296989
ring_dual_permsym,z+pca10,cosine,kmeans,2,0.20814568676384554,0.15300663071840107,0.7013135192296989
ring_dual_permsym,z+pca10,correlation,kmeans,2,0.20814568676384554,0.15300663071840107,0.7013135192296989
ring+whitehead+syll,z,euclidean,ward,4,0.20760900243058386,0.1645827759558685,0.7414704736461291
all,z+pca10,cosine,average,4,0.20760900243058386,0.1645827759558685,0.7414704736461291
ring_dual_sym,z,cosine,ward,5,0.2072499992713484,0.1850961160133407,0.735654255023098
ring_dual_sym,z-length,cosine,average,3,0.20724399037422853,0.23722373618816592,0.741693104024044
ring_dual_sym,z-length,correlation,average,3,0.20724399037422853,0.23722373618816595,0.741693104024044
ring+whitehead+syll,z+pca10,cosine,spectral,4,0.20695305295423674,0.1970047333814129,0.7504313463572104
ring_dual_sym,z,cosine,complete,3,0.20655256574122538,0.16637826222029153,0.7032893638336951
whitehead,z,cosine,average,3,0.2063580040656809,0.1620616909720823,0.6981688651416487
whitehead,z+pca10,cosine,average,3,0.2063580040656809,0.1620616909720823,0.6981688651416487
ring_dual_permsym,z,euclidean,single,6,0.20632911506107254,0.1687176895949274,0.7304224411420939
ring_dual_sym,z,correlation,average,4,0.20624727141278315,0.2299040791123433,0.688400957310625
ring_autocorr,z+pca10,correlation,ward,3,0.20605207143392745,0.1604483929891299,0.6930483664496021
shape (control),z,cosine,spectral,3,0.20604197593741802,0.20640761277973058,0.737769243613291
shape (control),z+pca10,cosine,spectral,3,0.20604197593741802,0.20640761277973058,0.737769243613291
ring_dual_permsym,z,euclidean,dbscan_q10,7,0.20600995212760964,0.16762690250157203,0.7304224411420939
ring+whitehead+syll,z-length,cosine,average,4,0.2055064009995242,0.18338160382777868,0.7524071909612067
ring+whitehead+syll,z-length,correlation,average,4,0.2055064009995242,0.18338160382777868,0.7524071909612067
ring_dual_sym,z,correlation,ward,2,0.20484836867906422,0.17735448562642728,0.741693104024044
ring+whitehead+syll,z,euclidean,ward,2,0.20484836867906422,0.17735448562642728,0.741693104024044
all,z,cosine,average,2,0.20484836867906422,0.17735448562642728,0.741693104024044
all,z,correlation,average,2,0.20484836867906422,0.17735448562642728,0.741693104024044
all,z+pca10,cosine,average,2,0.20484836867906422,0.17735448562642728,0.741693104024044
ring_dual_permsym,z,euclidean,complete,6,0.20480393155308171,0.1980928530178275,0.7195970390159737
ring_spectrum,z-length,cosine,ward,3,0.20475313595897982,0.15234323791907628,0.7435576334390828
ring+whitehead+syll,z,correlation,ward,4,0.2045326503494088,0.17374495859461603,0.7568319697222685
ring_dual_sym,z+pca10,correlation,complete,2,0.20450277609638445,0.14667656532647527,0.721211109255858
ring_dual_sym,z,correlation,ward,3,0.2042270035271031,0.18105088167668276,0.741693104024044
ring_dual_sym,z,cosine,ward,4,0.2037755903223498,0.17928603080440778,0.7504313463572104
shape (control),z+pca10,correlation,single,5,0.20349753720183825,0.16509667527698704,0.770941169922636
knots+ring,z-length,euclidean,complete,4,0.20340062140343457,0.1561256215911231,0.7441420381811098
ring_spectrum,z-length,euclidean,ward,6,0.2031544162506575,0.17178758221026763,0.7507931207213224
ring_dual,z+pca10,euclidean,spectral,4,0.20280583907939703,0.2065269226251081,0.7687148661434853
ring_dual_permsym,z,correlation,single,4,0.2027014348924998,0.16129872438962406,0.7101630767518228
kmer23,z+pca10,euclidean,kmeans,3,0.20253426745099617,0.16486492362618846,0.749958256804141
kmer23,z+pca10,cosine,kmeans,3,0.20253426745099617,0.16486492362618846,0.749958256804141
kmer23,z+pca10,correlation,kmeans,3,0.20253426745099617,0.16486492362618846,0.749958256804141
ring+whitehead+syll,z+pca10,cosine,complete,4,0.2024601061173088,0.1533678117559625,0.7505426615461679
ring+whitehead+syll,z,cosine,ward,4,0.2024380558002305,0.17110533865199767,0.7524071909612067
ring+whitehead+syll,z-length,cosine,ward,4,0.2024380558002305,0.17110533865199767,0.7524071909612067
ring+whitehead+syll,z-length,correlation,ward,4,0.2024380558002305,0.17110533865199767,0.7524071909612067
ring_dual_sym,z-length,euclidean,ward,4,0.20226585226145463,0.15594964861314287,0.7312294762620359
ring_autocorr,z,correlation,complete,4,0.20207187290834497,0.15876037985634317,0.7398285746090054
knots+ring,z-length,euclidean,complete,5,0.20195635569025971,0.15575510317647306,0.7441420381811098
knots+ring,z-length,euclidean,spectral,3,0.20191827295030376,0.1754841252878113,0.7576390048422107
ring_dual,z,cosine,spectral,4,0.20178748674024846,0.1950116336050651,0.7126120109088885
kmer2,z,correlation,average,3,0.20161298576188197,0.15991555362341767,0.7347080759169589
ring_spectrum,z+pca10,euclidean,average,6,0.20135815221408593,0.19842673979155317,0.7193744086380587
all,z,correlation,average,3,0.2013367422559912,0.15996562775335244,0.741693104024044
ring_spectrum,z+pca10,cosine,average,2,0.2012046016832291,0.14769599609695508,0.696888740468637
ring_spectrum,z+pca10,correlation,ward,2,0.2012046016832291,0.14769599609695508,0.696888740468637
knots+ring,z-length,cosine,ward,4,0.2010728551287553,0.15849287223405142,0.737045694885067
knots+ring,z-length,correlation,ward,4,0.2010728551287553,0.15849287223405142,0.737045694885067
ring_dual,z-length,cosine,average,5,0.20086020272528424,0.18994631369983467,0.7568319697222685
ring_dual,z-length,correlation,average,5,0.20086020272528424,0.18994631369983467,0.7568319697222685
syllable,z,cosine,complete,2,0.2006726087250232,0.15063859982582048,0.6943284911226137
syllable,z+pca10,cosine,complete,2,0.2006726087250232,0.15063859982582048,0.6943284911226137
shape (control),z+pca10,correlation,single,6,0.20065606993889215,0.17864194892612675,0.770941169922636
ring_spectrum,z+pca10,euclidean,average,5,0.2002864659959704,0.2000355762191541,0.7195970390159737
ring_dual_permsym,z-length,euclidean,average,5,0.20018460693626577,0.16398520354462348,0.7101630767518228
letters,z+pca10,euclidean,average,3,0.19980848395112,0.15912199333080337,0.7281961373629431
letters,z+pca10,euclidean,complete,3,0.19980848395112,0.15912199333080326,0.7281961373629431
letters,z+pca10,correlation,average,3,0.19980848395112,0.15912199333080326,0.7281961373629431
letters,z-length,cosine,average,3,0.19980848395112,0.15912199333080326,0.7281961373629431
ring_autocorr,z,correlation,complete,3,0.19961743423717027,0.18114644862736817,0.7398285746090054
kmer4,z,euclidean,ward,4,0.19952641289226056,0.16056853504707633,0.7479824122001446
ring_dual_sym,z,cosine,ward,3,0.1991981135898179,0.20014793265078215,0.7564701953581566
kmer23,z+pca10,cosine,ward,3,0.19896690942493644,0.1638686858081971,0.7480937273891022
kmer23,z+pca10,correlation,ward,3,0.19896690942493644,0.1638686858081971,0.7480937273891022
ring_dual,z+pca10,cosine,spectral,4,0.1989165232313979,0.19118315023316806,0.7094673568208383
ring_dual_sym,z+pca10,correlation,average,3,0.198853394446983,0.21298860663801275,0.6795513997885012
ring_dual_sym,z-length,cosine,spectral,3,0.1988227494925037,0.17954114574108648,0.7487894473200868
ring+whitehead+syll,z,euclidean,ward,3,0.1985696258355108,0.14874594677365155,0.741693104024044
