representation,preproc,metric,algorithm,k,ari,nmi,bal_acc
kmer3,z,cosine,dbscan_q5,18,0.0850889429260937,0.18222550344730762,0.7947904491567874
kmer3,z,correlation,dbscan_q5,18,0.0850889429260937,0.18222550344730762,0.7947904491567874
kmer2,z+pca10,euclidean,spectral,5,0.08501154007213894,0.13319462020802567,0.7374909556408972
kmer3,z-length,euclidean,kmeans,5,0.08491994959007935,0.10677488354846863,0.7137529915957033
kmer3,z-length,cosine,kmeans,5,0.08491994959007935,0.10677488354846863,0.7137529915957033
kmer3,z-length,correlation,kmeans,5,0.08491994959007935,0.10677488354846863,0.7137529915957033
kmer4,z,euclidean,spectral,6,0.08481078466452804,0.14433842496262295,0.7505426615461679
all,z-length,cosine,spectral,5,0.08476723445986721,0.12413233852292963,0.7351811654700284
ring_dual,z+pca10,cosine,complete,6,0.08471314625773348,0.16505214723328626,0.7753381198864585
ring_dual_permsym,z,euclidean,dbscan_q5,17,0.08466002272177292,0.17850638678634984,0.7770078477208215
kmer23,z+pca10,correlation,complete,5,0.08463500558256676,0.13220384070979613,0.7415817888350865
kmer3,z-length,cosine,average,6,0.08461385903802998,0.10592148545278568,0.7156175210107418
kmer23,z+pca10,cosine,spectral,4,0.08456801117659707,0.11561546543565174,0.726665553514777
kmer2,z-length,cosine,dbscan_q10,4,0.08446086845784054,0.09230271471627945,0.6107307842155062
kmer2,z-length,correlation,dbscan_q10,4,0.08446086845784054,0.09230271471627945,0.6107307842155062
ring_spectrum,z-length,euclidean,spectral,5,0.08442346153574873,0.10316217591582294,0.7203762453386764
ring_dual_permsym,z+pca10,correlation,single,6,0.08417654698475364,0.10091891696740857,0.6862581399231925
ring_dual,z-length,cosine,complete,5,0.08407398569392001,0.11897513550463891,0.7326209161240052
ring_dual,z-length,correlation,complete,5,0.08407398569392001,0.11897513550463891,0.7326209161240052
shape (control),z-length,correlation,ward,6,0.08389042838072584,0.16380210422488137,0.7003951689207992
kmer23,z,cosine,complete,6,0.0838591470324238,0.154789261870005,0.7638169978293539
kmer23,z,correlation,complete,6,0.0838591470324238,0.154789261870005,0.7638169978293539
kmer2,z-length,cosine,single,6,0.08380046699878722,0.10066055250737244,0.6120109088885178
kmer2,z-length,correlation,single,6,0.08380046699878722,0.10066055250737244,0.6120109088885178
kmer2,z,cosine,ward,6,0.0837242439712571,0.1517008890602549,0.7739466800244893
knots+ring,z-length,cosine,average,4,0.08342913544896349,0.1284630334286181,0.7107196526966104
knots+ring,z-length,correlation,average,4,0.08342913544896349,0.1284630334286181,0.7107196526966104
kmer23,z+pca10,correlation,complete,6,0.08341595153544251,0.1405490254368431,0.7415817888350865
kmer4,z,euclidean,spectral,5,0.08338274307542637,0.12487247080315787,0.7328435465019202
shape (control),z-length,cosine,average,6,0.0832646697466954,0.16221078374916023,0.7105248511159348
shape (control),z-length,correlation,average,6,0.0832646697466954,0.16221078374916023,0.7105248511159348
syllable,z,cosine,dbscan_q5,15,0.0832491378652113,0.1814034960975984,0.7696610452496243
syllable,z+pca10,cosine,dbscan_q5,15,0.0832491378652113,0.1814034960975984,0.7696610452496243
ring_autocorr,z-length,euclidean,ward,5,0.08319201113992776,0.15072092065868045,0.7060722435576334
whitehead,z,euclidean,ward,6,0.08317997196031399,0.18015166211593414,0.7720821506094506
whitehead,z+pca10,euclidean,ward,6,0.08317997196031399,0.18015166211593414,0.7720821506094506
knots+ring,z-length,cosine,complete,6,0.08297573669611435,0.16650641578254757,0.7526298213391217
knots+ring,z-length,correlation,complete,6,0.08297573669611435,0.16650641578254757,0.7526298213391217
ring_dual_sym,z-length,cosine,spectral,2,0.08293890771123028,0.058371684848475394,0.6417877219346579
ring_dual_sym,z-length,correlation,spectral,2,0.08293890771123028,0.058371684848475394,0.6417877219346579
kmer2,z,euclidean,single,6,0.08277275478695355,0.1070165090247017,0.6094506595424946
ring_dual_sym,z+pca10,euclidean,average,5,0.08267984093884265,0.19837688308455262,0.6769911504424779
kmer4,z,correlation,complete,6,0.08266728132154909,0.19463337693703478,0.7721934657984082
shape (control),z,correlation,spectral,6,0.08264299856765973,0.12593046867747845,0.6909612066566483
shape (control),z-length,euclidean,ward,6,0.08238819597255458,0.1534942887961884,0.6959703901597373
ring_dual,z+pca10,cosine,spectral,2,0.08231090257202502,0.05394894021241468,0.6341069738965881
ring+whitehead+syll,z+pca10,cosine,spectral,2,0.08231090257202502,0.05394894021241468,0.6341069738965881
ring_spectrum,z-length,cosine,average,5,0.08219209582213385,0.15248730562504526,0.7381866755718818
whitehead,z-length,cosine,spectral,2,0.0820215316602659,0.05276154757880984,0.6315467245505648
kmer4,z-length,correlation,spectral,6,0.08199493445200545,0.12091872266941628,0.7345967607280013
kmer23,z-length,cosine,average,6,0.08198608440175927,0.10765219344711682,0.7144487115266878
kmer4,z-length,cosine,spectral,6,0.08190778248187904,0.12059381350640162,0.7345967607280013
ring_dual_sym,z+pca10,cosine,ward,3,0.08186977101882126,0.11334592631048498,0.6270106306005454
ring_dual_sym,z+pca10,correlation,ward,3,0.08186977101882126,0.11334592631048498,0.6270106306005454
kmer2,z,euclidean,single,5,0.08186073795847087,0.0988031053092995,0.6063060054544442
kmer2,z,euclidean,spectral,5,0.08176701829824227,0.1330927350496613,0.7369065508988701
shape (control),z-length,cosine,spectral,6,0.08171091716870836,0.1072141140304514,0.7166750153058385
ring_dual_permsym,z,cosine,spectral,6,0.08159146981341284,0.1068676448660385,0.683614404185451
kmer23,z-length,cosine,average,5,0.0815866870716518,0.10938877706391166,0.7118884621806645
letters,z,euclidean,spectral,5,0.08157940200121808,0.08986502335154088,0.7144487115266878
letters,z+pca10,euclidean,spectral,5,0.08157940200121808,0.08986502335154088,0.7144487115266878
syllable,z-length,euclidean,complete,4,0.08151903007650786,0.062253013078114455,0.6328268492235765
ring_dual,z-length,cosine,spectral,2,0.08151219507403297,0.05123031873791839,0.62770635053153
ring_dual,z-length,correlation,spectral,2,0.08151219507403297,0.05123031873791839,0.62770635053153
ring+whitehead+syll,z,correlation,spectral,2,0.08151219507403297,0.05123031873791839,0.62770635053153
ring+whitehead+syll,z-length,euclidean,spectral,6,0.08147654142641855,0.14171798332617613,0.7180664551678076
kmer23,z-length,cosine,average,4,0.08137698770211214,0.11064916992567884,0.7106083375076528
letters,z,cosine,average,2,0.08132229769141919,0.05078502998894999,0.6264262258585184
letters,z,correlation,average,2,0.08132229769141919,0.05078502998894999,0.6264262258585184
letters,z+pca10,cosine,average,2,0.08132229769141919,0.05078502998894999,0.6264262258585184
letters,z-length,cosine,ward,2,0.08132229769141919,0.05078502998894999,0.6264262258585184
letters,z-length,correlation,ward,2,0.08132229769141919,0.05078502998894999,0.6264262258585184
kmer2,z+pca10,cosine,ward,2,0.08132229769141919,0.05078502998894999,0.6264262258585184
all,z+pca10,correlation,spectral,2,0.08132229769141919,0.05078502998894999,0.6264262258585184
ring_autocorr,z-length,cosine,ward,6,0.0809650594141662,0.15440497407594592,0.7206267045138308
shape (control),z,euclidean,dbscan_q5,11,0.08091761497165953,0.15368263066746995,0.7364891189402794
shape (control),z+pca10,euclidean,dbscan_q5,11,0.08091761497165953,0.15368263066746995,0.7364891189402794
kmer2,z,correlation,ward,6,0.08085947183093802,0.14307390276051565,0.7669616519174041
shape (control),z-length,euclidean,complete,6,0.08085011184935377,0.10664330057293135,0.6251739299827461
shape (control),z-length,cosine,ward,5,0.08067060463285389,0.1502833932420033,0.683976178549563
kmer4,z+pca10,cosine,ward,6,0.08057139751719587,0.14732248270388204,0.756720654533311
kmer4,z+pca10,cosine,ward,4,0.08055195313706691,0.11350867340717624,0.7185117159236378
ring_dual_sym,z,euclidean,average,4,0.08044054422869898,0.17351066555600317,0.7387710803139088
all,z-length,correlation,spectral,6,0.08032175339133248,0.11506758196836699,0.7089942672677687
letters,z-length,correlation,average,4,0.08003887249548938,0.1058877622071874,0.6972226860355095
ring_spectrum,z-length,correlation,spectral,6,0.07996465948566829,0.10787864183682329,0.6713975621973618
kmer3,z,correlation,spectral,5,0.07993745683527526,0.12291727973767771,0.6568431012411644
kmer23,z+pca10,correlation,ward,5,0.07993179818645424,0.14531910098806028,0.7480937273891022
syllable,z+pca10,correlation,dbscan_q5,16,0.0799149362417197,0.1791413691665833,0.7696610452496243
shape (control),z,correlation,single,6,0.07982511761913114,0.12153873513194827,0.7047921188846218
shape (control),z,correlation,dbscan_q10,6,0.07982511761913114,0.12153873513194825,0.7047921188846218
kmer3,z+pca10,cosine,complete,6,0.07928099677906661,0.1551453561222821,0.7631212778983691
whitehead,z+pca10,correlation,average,6,0.07925176596419145,0.14540747981184435,0.6981688651416487
shape (control),z-length,correlation,complete,4,0.07919267815055855,0.11477748625383574,0.6784939054934046
ring+whitehead+syll,z+pca10,cosine,complete,6,0.07916633006108274,0.13671093982282592,0.7505426615461679
ring_autocorr,z-length,euclidean,spectral,6,0.07890105310366824,0.14882283443170047,0.7180664551678076
letters,z,euclidean,average,6,0.07883851694403195,0.13380452763058412,0.7016474647965715
ring_spectrum,z+pca10,cosine,single,2,0.07875235997788493,0.07083400529409199,0.6552846885957588
all,z,euclidean,ward,6,0.07869559147940229,0.14593268656645458,0.7638169978293539
ring+whitehead+syll,z-length,cosine,spectral,6,0.07860528113229186,0.14110970950070015,0.7224912339288696
knots+ring,z-length,euclidean,spectral,6,0.07845788195326013,0.14855922997446117,0.7269160126899316
knots,z-length,cosine,single,6,0.07823993866359578,0.26085726428297673,0.7327044025157232
knots,z-length,correlation,single,6,0.07823993866359578,0.26085726428297673,0.7327044025157232
ring_dual_sym,z+pca10,euclidean,complete,3,0.07810476415025788,0.11074814496926075,0.636778538431569
ring_spectrum,z+pca10,cosine,complete,2,0.0780864873847139,0.05123595263344679,0.6309623198085379
kmer3,z+pca10,euclidean,kmeans,6,0.0780521748436105,0.12570213146768203,0.7329548616908776
kmer3,z+pca10,cosine,kmeans,6,0.0780521748436105,0.12570213146768203,0.7329548616908776
kmer3,z+pca10,correlation,kmeans,6,0.0780521748436105,0.12570213146768203,0.7329548616908776
kmer3,z,cosine,ward,6,0.07804941498194276,0.15187708750910864,0.7612567484833306
kmer3,z,correlation,ward,6,0.07804941498194276,0.15187708750910864,0.7612567484833306
knots,z-length,cosine,dbscan_q10,5,0.07801777715673881,0.24987372350753181,0.7264150943396226
knots,z-length,correlation,complete,6,0.07785707091950413,0.11478986493750983,0.7030389046585406
shape (control),z-length,cosine,ward,3,0.07763762103553676,0.0934636910250629,0.6611287360160294
shape (control),z-length,correlation,ward,3,0.07763762103553676,0.0934636910250629,0.6611287360160294
whitehead,z+pca10,correlation,average,5,0.07756368682325805,0.14750484352158882,0.7411086992820171
knots,z-length,euclidean,single,6,0.07744867340423725,0.2639434495511312,0.7327044025157232
kmer4,z+pca10,euclidean,spectral,6,0.07719050664166902,0.12618137799487888,0.7409973840930595
kmer3,z,cosine,spectral,4,0.07715581856537711,0.10901519245378911,0.7203762453386764
ring_dual_permsym,z-length,cosine,ward,2,0.07712352812532644,0.0479906933701734,0.6232815717704681
ring_dual_permsym,z-length,correlation,ward,2,0.07712352812532644,0.0479906933701734,0.6232815717704681
kmer3,z-length,cosine,complete,2,0.07692768116346939,0.04755759587715301,0.6220014470974564
kmer3,z-length,correlation,complete,2,0.07692768116346939,0.04755759587715301,0.6220014470974564
ring_dual_permsym,z+pca10,cosine,single,2,0.07692768116346939,0.10262646011006633,0.6732064340179218
knots,z-length,euclidean,dbscan_q10,6,0.0769109046698053,0.2530339639382772,0.7264150943396226
letters,z-length,euclidean,spectral,6,0.07689255820554418,0.1128169453994447,0.7333166360549896
kmer3,z+pca10,euclidean,kmeans,5,0.07687821211389935,0.12238953398870758,0.726665553514777
kmer3,z+pca10,cosine,kmeans,5,0.07687821211389935,0.12238953398870758,0.726665553514777
kmer3,z+pca10,correlation,kmeans,5,0.07687821211389935,0.12238953398870758,0.726665553514777
ring+whitehead+syll,z-length,euclidean,complete,6,0.07684719103844914,0.0654293135912966,0.593727389102243
shape (control),z-length,correlation,spectral,5,0.07674844941249992,0.09595682546896717,0.7167863304947961
ring+whitehead+syll,z-length,euclidean,complete,5,0.0766687109143504,0.06295464783024637,0.589302610341181
all,z-length,cosine,spectral,6,0.0766336394077813,0.15334293361989124,0.7503200311682529
ring_dual_sym,z+pca10,correlation,spectral,3,0.07660227146660119,0.10932812807612528,0.6809984972449491
ring_autocorr,z-length,correlation,spectral,3,0.07656670589825211,0.07250301451109596,0.6669171258418212
kmer2,z+pca10,cosine,spectral,6,0.07651338886036436,0.10760802475706552,0.6907107474814939
whitehead,z,cosine,dbscan_q5,20,0.07648211815543621,0.23214289957921347,0.8413758557355151
kmer23,z,correlation,average,5,0.07646253627488889,0.12067556220647449,0.725858518394835
ring_autocorr,z-length,euclidean,spectral,5,0.07641775154346048,0.11186260356523235,0.7124728669226916
syllable,z,euclidean,dbscan_q10,9,0.07635052575080756,0.22359130675704805,0.7264150943396226
syllable,z+pca10,euclidean,dbscan_q10,9,0.07635052575080756,0.22359130675704805,0.7264150943396226
kmer23,z,cosine,average,5,0.07633888476167718,0.12016120748233966,0.7284187677408582
ring+whitehead+syll,z-length,correlation,spectral,6,0.07631317956407413,0.1240124461160694,0.7224912339288696
syllable,z-length,euclidean,dbscan_q10,9,0.07631282152140224,0.2247880714243498,0.7264150943396226
knots,z-length,correlation,single,5,0.07625820292629665,0.2604382514970026,0.7264150943396226
knots,z-length,correlation,dbscan_q10,5,0.07625820292629665,0.2604382514970026,0.7264150943396226
kmer2,z,correlation,spectral,3,0.07623353923779252,0.07933135027065268,0.6707574998608561
kmer4,z,cosine,ward,6,0.07617775741526035,0.1333494756351293,0.7328435465019202
kmer4,z,correlation,ward,6,0.07617775741526035,0.1333494756351293,0.7328435465019202
knots+ring,z-length,euclidean,kmeans,6,0.07607750941277734,0.13328906223686074,0.7237713586018812
knots+ring,z-length,cosine,kmeans,6,0.07607750941277734,0.13328906223686074,0.7237713586018812
knots+ring,z-length,correlation,kmeans,6,0.07607750941277734,0.13328906223686074,0.7237713586018812
syllable,z,euclidean,single,5,0.07602396381652336,0.2638294864326655,0.7264150943396226
syllable,z,euclidean,single,5,0.07602396381652336,0.2638294864326655,0.7264150943396226
syllable,z+pca10,euclidean,single,5,0.07602396381652336,0.26382948643266546,0.7264150943396226
whitehead,z+pca10,cosine,dbscan_q5,19,0.07574398127494919,0.23823660220623827,0.8029721155451661
whitehead,z+pca10,correlation,dbscan_q5,19,0.07574398127494919,0.23823660220623827,0.8029721155451661
letters,z-length,cosine,spectral,3,0.07567702785455166,0.07179892000847593,0.6750987922301999
letters,z-length,correlation,spectral,3,0.07567702785455166,0.07179892000847593,0.6750987922301999
ring_dual_permsym,z-length,euclidean,spectral,4,0.0754914520357743,0.06873623376858295,0.6661379195191184
ring+whitehead+syll,z+pca10,euclidean,dbscan_q5,9,0.07545489229242885,0.17232242656509378,0.7101630767518228
whitehead,z,euclidean,dbscan_q5,16,0.07531249018181224,0.21345666573191752,0.800857126954973
whitehead,z+pca10,euclidean,dbscan_q5,16,0.07531249018181224,0.21345666573191752,0.800857126954973
kmer23,z-length,euclidean,kmeans,4,0.07526036540825844,0.08898893085361491,0.701174375243502
kmer23,z-length,cosine,kmeans,4,0.07526036540825844,0.08898893085361491,0.701174375243502
kmer23,z-length,correlation,kmeans,4,0.07526036540825844,0.08898893085361491,0.701174375243502
whitehead,z,correlation,average,5,0.0748340647347687,0.14066299903225118,0.7296988924138699
shape (control),z-length,correlation,ward,5,0.07482509834449871,0.15070752428986223,0.6738464963544275
ring+whitehead+syll,z-length,cosine,complete,5,0.07462521171598824,0.1294257600064739,0.7328435465019202
whitehead,z,correlation,average,6,0.07456168141909153,0.1438358629494718,0.7296988924138699
syllable,z-length,correlation,spectral,6,0.07450565692955446,0.08362002775759024,0.6707853286580954
syllable,z+pca10,euclidean,single,6,0.07432818242081417,0.2594218059700183,0.7264150943396226
ring_dual_permsym,z-length,euclidean,complete,3,0.07426243355398775,0.08418888119278191,0.6354984137585573
syllable,z-length,euclidean,dbscan_q5,16,0.07413504023147205,0.2120692194924193,0.7913118495018645
ring_dual_sym,z,euclidean,ward,2,0.07410127216998683,0.15826435951712403,0.6872878054210497
kmer4,z+pca10,euclidean,ward,5,0.07406267387515746,0.12114457110432647,0.7273612734457617
letters,z-length,cosine,complete,5,0.0740094615388334,0.07755151733080604,0.6890688484443702
letters,z-length,correlation,complete,5,0.0740094615388334,0.07755151733080604,0.6890688484443702
whitehead,z+pca10,correlation,ward,5,0.07392736926957039,0.13913891288569302,0.721433739633773
kmer23,z,euclidean,ward,5,0.07371077926118508,0.11982976373171528,0.7229364946846997
shape (control),z,euclidean,complete,3,0.07358376164857698,0.06393069811275583,0.6181610730784216
ring_dual,z-length,cosine,complete,6,0.07347442954424853,0.12642358964111663,0.7326209161240052
ring_dual,z-length,correlation,complete,6,0.07347442954424853,0.12642358964111663,0.7326209161240052
letters,z,euclidean,kmeans,3,0.07342698152589279,0.08584986763466196,0.6795235709912617
letters,z,cosine,kmeans,3,0.07342698152589279,0.08584986763466196,0.6795235709912617
letters,z,correlation,kmeans,3,0.07342698152589279,0.08584986763466196,0.6795235709912617
letters,z+pca10,euclidean,kmeans,3,0.07342698152589279,0.08584986763466196,0.6795235709912617
letters,z+pca10,cosine,kmeans,3,0.07342698152589279,0.08584986763466196,0.6795235709912617
letters,z+pca10,correlation,kmeans,3,0.07342698152589279,0.08584986763466196,0.6795235709912617
letters,z-length,euclidean,kmeans,3,0.07342698152589279,0.08584986763466196,0.6795235709912617
letters,z-length,cosine,kmeans,3,0.07342698152589279,0.08584986763466196,0.6795235709912617
letters,z-length,correlation,kmeans,3,0.07342698152589279,0.08584986763466196,0.6795235709912617
all,z-length,cosine,ward,6,0.07320509907250611,0.16864454911979365,0.7104970223186954
all,z-length,correlation,ward,6,0.07320509907250611,0.16864454911979365,0.7104970223186954
kmer2,z,euclidean,kmeans,6,0.07315301977415344,0.12224726947921051,0.7435576334390828
kmer2,z,cosine,kmeans,6,0.07315301977415344,0.12224726947921051,0.7435576334390828
kmer2,z,correlation,kmeans,6,0.07315301977415344,0.12224726947921051,0.7435576334390828
ring_spectrum,z,cosine,single,6,0.07312187720970387,0.13995217568517568,0.685785050370123
ring_spectrum,z,correlation,single,6,0.07312187720970387,0.13995217568517568,0.685785050370123
ring_dual_permsym,z+pca10,correlation,spectral,6,0.07300355050745064,0.10093193000335965,0.6863972839093895
shape (control),z,euclidean,complete,4,0.07294641126516446,0.06314033378305767,0.6181610730784216
kmer4,z+pca10,euclidean,ward,4,0.0728862027082847,0.11751197403800781,0.7210719652696611
ring+whitehead+syll,z-length,cosine,spectral,2,0.07284018822408143,0.04485042274323289,0.6188567930094061
ring+whitehead+syll,z-length,correlation,spectral,2,0.07284018822408143,0.04485042274323289,0.6188567930094061
syllable,z-length,cosine,single,5,0.07280988917394228,0.21037320715729688,0.5861579562531307
ring_autocorr,z-length,cosine,spectral,3,0.07279729045785553,0.06998423599327303,0.6637724717537707
letters,z,cosine,ward,2,0.07263836501644177,0.044428499050734704,0.6175766683363945
letters,z,correlation,ward,2,0.07263836501644177,0.044428499050734704,0.6175766683363945
letters,z+pca10,cosine,ward,2,0.07263836501644177,0.044428499050734704,0.6175766683363945
whitehead,z-length,correlation,ward,2,0.07263836501644177,0.044428499050734704,0.6175766683363945
all,z-length,euclidean,kmeans,2,0.07263836501644177,0.044428499050734704,0.6175766683363945
all,z-length,cosine,kmeans,2,0.07263836501644177,0.044428499050734704,0.6175766683363945
all,z-length,correlation,kmeans,2,0.07263836501644177,0.044428499050734704,0.6175766683363945
syllable,z,euclidean,dbscan_q20,7,0.07263254830040042,0.25515897975919344,0.7264150943396226
syllable,z+pca10,euclidean,dbscan_q20,7,0.07263254830040042,0.25515897975919344,0.7264150943396226
kmer2,z+pca10,euclidean,spectral,6,0.07256205169458015,0.10884913239747317,0.7249123392886959
knots,z-length,euclidean,complete,5,0.07255602513141658,0.09619449151002271,0.6805532364891189
kmer23,z,euclidean,ward,4,0.07253432569298289,0.11618168053882857,0.716647186508599
whitehead,z-length,euclidean,dbscan_q10,13,0.07251784200121239,0.2148743746486014,0.7832693270996827
whitehead,z-length,correlation,dbscan_q10,12,0.07246857826259637,0.20336836909445585,0.7809317081315745
ring_dual_permsym,z-length,euclidean,complete,4,0.07241031750704878,0.08255278091689074,0.6354984137585573
ring_dual_sym,z-length,cosine,spectral,5,0.07240345083169418,0.10196861002385064,0.7219068291868425
ring_spectrum,z,cosine,single,5,0.07227517586723994,0.1460056675012184,0.685785050370123
ring_spectrum,z,correlation,single,5,0.07227517586723994,0.1460056675012184,0.685785050370123
whitehead,z-length,correlation,average,2,0.07220414744668699,0.043668692283450994,0.6150164189903713
letters,z-length,cosine,complete,4,0.07214315296618724,0.08346780070959028,0.6890688484443702
letters,z-length,correlation,complete,4,0.07214315296618724,0.08346780070959028,0.6890688484443702
kmer23,z+pca10,correlation,spectral,4,0.07213023448564151,0.1040758520785066,0.7172315912506262
all,z-length,euclidean,kmeans,4,0.07212020677163941,0.09928747373701449,0.7024544999165137
all,z-length,cosine,kmeans,4,0.07212020677163941,0.09928747373701449,0.7024544999165137
all,z-length,correlation,kmeans,4,0.07212020677163941,0.09928747373701449,0.7024544999165137
whitehead,z-length,correlation,dbscan_q5,21,0.0716521685252255,0.22614445234542369,0.8388156063894918
kmer23,z-length,cosine,complete,3,0.07146941466225606,0.058113131905542965,0.6403962820726887
kmer23,z-length,correlation,complete,3,0.07146941466225606,0.058113131905542965,0.6403962820726887
whitehead,z-length,cosine,dbscan_q5,21,0.0714445597478499,0.22501136645715347,0.8382312016474648
kmer23,z-length,cosine,spectral,6,0.07141954265898999,0.11255193522234704,0.7157288361996994
kmer23,z-length,correlation,spectral,6,0.07141954265898999,0.11255193522234704,0.7157288361996994
shape (control),z-length,euclidean,dbscan_q5,13,0.07118214879699732,0.14895207569381422,0.7567484833305504
kmer3,z+pca10,euclidean,spectral,5,0.07118071622415544,0.11064217060436424,0.7163132409417265
ring_dual_permsym,z,euclidean,spectral,6,0.07107702093492897,0.10275757076050161,0.7281961373629431
ring_dual_permsym,z+pca10,euclidean,spectral,6,0.07107702093492897,0.10275757076050161,0.7281961373629431
ring_spectrum,z-length,correlation,spectral,4,0.07106001535142287,0.07257880449332561,0.6456559247509323
whitehead,z-length,euclidean,ward,5,0.07104861661773057,0.05508785692795223,0.6259531363054489
ring_dual_sym,z-length,euclidean,spectral,5,0.07093143394682336,0.10198872599431656,0.7193465798408192
shape (control),z+pca10,euclidean,complete,5,0.0707970746207413,0.08495125489549497,0.6181610730784216
ring_dual,z-length,euclidean,spectral,6,0.07058303517686455,0.114537841483213,0.712361551733734
kmer3,z+pca10,correlation,spectral,4,0.07056399559737174,0.10264880897250535,0.7140869371625758
ring_autocorr,z-length,cosine,complete,6,0.07047884135605315,0.16045312543663817,0.7281961373629431
ring_autocorr,z-length,correlation,complete,6,0.07047884135605315,0.16045312543663817,0.7281961373629431
ring_dual_sym,z-length,correlation,spectral,5,0.07046145650224142,0.09998426042241908,0.7149218010797573
ring_autocorr,z-length,euclidean,ward,4,0.07041435471014473,0.09992683061434489,0.705821784382479
knots,z-length,cosine,single,5,0.07024060347426443,0.19280717077070883,0.6949685534591195
letters,z+pca10,correlation,single,4,0.07010153212263825,0.06468666582300076,0.6175766683363945
ring_dual_sym,z-length,correlation,spectral,3,0.06987879510852153,0.0643056511159965,0.6580675683196973
kmer3,z-length,correlation,spectral,6,0.06980593797203907,0.10430417641776439,0.717008960872711
whitehead,z-length,euclidean,dbscan_q5,19,0.06972104797541054,0.22949085257142823,0.8274057995213446
ring_autocorr,z+pca10,correlation,spectral,2,0.06969484990304291,0.044839669191646433,0.622112762286414
ring_dual,z,correlation,complete,2,0.06969484990304291,0.044839669191646433,0.622112762286414
knots+ring,z-length,euclidean,spectral,5,0.06954059946571997,0.08996878056814378,0.6993098458284632
kmer23,z,euclidean,spectral,5,0.06947286370150349,0.12198684083269871,0.7348193911059164
ring_spectrum,z,cosine,single,4,0.06942754162151495,0.1367016316112444,0.6732064340179218
ring_spectrum,z,correlation,single,4,0.06942754162151495,0.1367016316112444,0.6732064340179218
kmer2,z+pca10,cosine,average,6,0.06919775812313268,0.13009436618987538,0.7274725886347192
syllable,z-length,cosine,single,3,0.06908767072640216,0.18957899509874426,0.6886792452830188
syllable,z-length,correlation,single,3,0.06908767072640216,0.18957899509874426,0.6886792452830188
knots,z-length,cosine,single,3,0.06908767072640216,0.18957899509874426,0.6886792452830188
knots,z-length,correlation,single,3,0.06908767072640216,0.18957899509874426,0.6886792452830188
whitehead,z-length,euclidean,ward,4,0.0690585246695117,0.05655049123492396,0.6195525129403907
whitehead,z,cosine,single,6,0.06885513925654028,0.21207679958879908,0.755774475427172
whitehead,z+pca10,cosine,single,6,0.06885513925654028,0.21207679958879908,0.755774475427172
knots,z-length,euclidean,kmeans,3,0.06869397250356812,0.08199493688210305,0.6490232092168977
knots,z-length,cosine,kmeans,3,0.06869397250356812,0.08199493688210305,0.6490232092168977
knots,z-length,correlation,kmeans,3,0.06869397250356812,0.08199493688210305,0.6490232092168977
ring_dual,z-length,euclidean,spectral,2,0.06845434904909112,0.04139752443853111,0.6131518895753325
whitehead,z,correlation,dbscan_q5,19,0.06834090769882294,0.2435057086411886,0.7884176545889687
ring_spectrum,z+pca10,cosine,single,5,0.06830266777173283,0.07183629501729123,0.6552846885957588
kmer2,z-length,euclidean,kmeans,4,0.0682726105673321,0.08302127025351375,0.6923248177213781
kmer2,z-length,cosine,kmeans,4,0.0682726105673321,0.08302127025351375,0.6923248177213781
kmer2,z-length,correlation,kmeans,4,0.0682726105673321,0.08302127025351375,0.6923248177213781
syllable,z-length,cosine,single,4,0.06825447924320459,0.19055471142999905,0.6886792452830188
knots,z-length,cosine,single,4,0.06825447924320459,0.19055471142999905,0.6886792452830188
knots,z-length,correlation,single,4,0.06825447924320459,0.19055471142999905,0.6886792452830188
all,z+pca10,correlation,single,6,0.06813102171886884,0.11969531897090137,0.6750709634329604
syllable,z,euclidean,average,4,0.06802991774003907,0.1971151780230839,0.6886792452830188
syllable,z,cosine,single,4,0.06802991774003907,0.1971151780230839,0.6886792452830188
syllable,z,cosine,dbscan_q10,4,0.06802991774003907,0.1971151780230838,0.6886792452830188
syllable,z,correlation,single,4,0.06802991774003907,0.1971151780230839,0.6886792452830188
syllable,z,correlation,dbscan_q10,4,0.06802991774003907,0.1971151780230838,0.6886792452830188
syllable,z+pca10,euclidean,average,4,0.06802991774003907,0.1971151780230839,0.6886792452830188
syllable,z+pca10,cosine,single,4,0.06802991774003907,0.1971151780230839,0.6886792452830188
syllable,z+pca10,cosine,dbscan_q10,4,0.06802991774003907,0.1971151780230838,0.6886792452830188
syllable,z+pca10,correlation,single,4,0.06802991774003907,0.1971151780230839,0.6886792452830188
kmer3,z,euclidean,kmeans,5,0.06802160852586411,0.11596524892496447,0.726665553514777
kmer3,z,cosine,kmeans,5,0.06802160852586411,0.11596524892496447,0.726665553514777
kmer3,z,correlation,kmeans,5,0.06802160852586411,0.11596524892496447,0.726665553514777
ring_spectrum,z+pca10,cosine,single,4,0.06801988184645973,0.07263306378490123,0.6552846885957588
whitehead,z-length,euclidean,ward,2,0.06800797346958191,0.040652232448809826,0.6105916402293093
syllable,z,euclidean,dbscan_q5,12,0.06796385944424678,0.1991190899214087,0.7533533700673457
syllable,z+pca10,euclidean,dbscan_q5,12,0.06796385944424678,0.1991190899214087,0.7533533700673457
ring_dual_permsym,z-length,euclidean,kmeans,6,0.06795499445208045,0.09904371922655875,0.6570657316190794
ring_dual_permsym,z-length,cosine,kmeans,6,0.06795499445208045,0.09904371922655875,0.6570657316190794
