name,r1,r2,n_members,members,failed_arms,n_failed_arms,in_complete_10k,missing_arms_10k,baseline_solved,baseline_nodes,baseline_minL,s20_mk2_solved,s20_mk2_nodes,s20_mk2_minL,s20_mk2_mK2_solved,s20_mk2_mK2_nodes,s20_mk2_mK2_minL,s20_f4_solved,s20_f4_nodes,s20_f4_minL
ac19_59714,YYXXyyXYx,YXYXXyXYx,1,115375,s20_f4,1,true,,true,1811,2,true,1584,2,true,1877,2,false,10000,14
ac19_59776,YXyXXXyx,YYXXyXYXyxYxxxyyX,1,115557,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_5981,YXXYxxyX,YYYXXyxyx,3,7175 109187 150481,s20_f4,1,true,,true,1956,2,true,1570,2,true,2040,2,false,10000,14
ac19_59930,YXXYx,YYYXXyyxyyxYYX,1,116073,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,3344,2,false,10000,18,false,10000,18
ac19_59983,YXXYx,YYYXYYYXXyxyyx,1,116261,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,3224,2,false,10000,18,false,10000,18
ac19_60044,YYXXyx,YYYXXXXYxYXyx,1,116467,s20_f4,1,true,,true,8310,2,true,1696,2,true,4018,2,false,10000,14
ac19_60142,YXXYx,YYYxyXYYXYXyyx,1,116795,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,3107,2,false,10000,18,false,10000,18
ac19_60154,YXXYxxyX,YYxxyXyXXyx,1,116840,s20_f4,1,true,,true,1956,2,true,1570,2,true,2040,2,false,10000,14
ac19_60157,YXXXYxxxyx,YYxxxxyXXXX,1,116844,s20_f4,1,true,,true,9114,2,true,5577,2,true,8128,2,false,10000,16
ac19_60368,YXyXXyx,YYXYXyxyxxYxxYXyyx,1,117426,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_60439,YXXXyXXyx,YYxxyxYXXyxx,1,117615,"baseline,s20_f4",2,true,,false,10000,17,true,1466,2,true,7066,2,false,10000,17
ac19_60620,YXyXXXyX,YYXXXyxyxxYxyXX,1,118193,baseline,1,true,,false,10000,19,true,668,2,true,1429,2,true,8227,2
ac19_60734,YYXXyxx,YYYXYxYYXXYx,2,118594 121775,baseline,1,true,,false,10000,16,true,877,2,true,1415,2,true,8800,2
ac19_60770,YXyXXXyx,YYXXXXyyxyX,1,118705,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_60781,YYXXyxx,YYXYXYxYxYX,1,118741,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,6231,2,false,10000,18,false,10000,18
ac19_60861,YXXYxxyx,YXyxYxYXXyxxx,1,118952,"baseline,s20_f4",2,true,,false,10000,14,true,4370,2,true,8511,2,false,10000,17
ac19_60885,YXXYxYxxx,YYXyxxyXyX,1,119018,s20_f4,1,true,,true,1957,2,true,1580,2,true,1904,2,false,10000,14
ac19_61003,YYXXXYX,YYXyXyxxxYXX,1,119372,s20_f4,1,true,,true,1678,2,true,2229,2,true,6350,2,false,10000,14
ac19_61045,YYXXXYxyX,YYXyxxYXyX,2,119494 129307,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,6718,2,false,10000,18,false,10000,18
ac19_61070,YYXXX,YYYXXYXyXyXYx,1,119566,s20_mk2_mK2,1,true,,true,9705,2,true,331,2,false,10000,15,true,212,2
ac19_61238,YXXyXyx,YYxyXXXyyX,1,120033,"baseline,s20_f4",2,true,,false,10000,16,true,5566,2,true,7192,2,false,10000,16
ac19_61242,YYXXYx,YYYYXYYxYXX,3,120040 141023 142791,baseline,1,true,,false,10000,15,true,729,2,true,2541,2,true,2688,2
ac19_61253,YYXXyxx,YYYYYYXYXYxxYYX,1,120061,"baseline,s20_f4",2,true,,false,10000,16,true,4949,2,true,8111,2,false,10000,16
ac19_61397,YXXyXyx,YYYYXyyxxxyX,1,120488,s20_f4,1,true,,true,665,2,true,1501,2,true,1346,2,false,10000,14
ac19_61403,YXXXyXyx,YYYxyXyxx,1,120512,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2684,2,false,10000,17,true,2840,2
ac19_61538,YYXXYxxxxYx,YYXXyxxxYYx,1,120879,"baseline,s20_f4",2,true,,false,10000,15,true,8033,2,true,1442,2,false,10000,14
ac19_61653,YYXXXXyx,YXYxxyXyX,1,121251,baseline,1,true,,false,10000,17,true,5604,2,true,6317,2,true,7440,2
ac19_61678,YXyXXXXyx,YYXyXXyxyX,2,121314 137748,baseline,1,true,,false,10000,15,true,2393,2,true,1538,2,true,3934,2
ac19_61807,YXXYx,YYXYXyyXYXYxxyyx,1,121737,"baseline,s20_f4",2,true,,false,10000,18,true,323,2,true,3440,2,false,10000,18
ac19_61852,YXXyXyX,YYXyyxYxxx,2,121866 135850,baseline,1,true,,false,10000,15,true,1392,2,true,2580,2,true,2688,2
ac19_61871,YYXXXXyxxx,YYXXYYXXXXYxxYX,1,121913,"baseline,s20_f4",2,true,,false,10000,15,true,8028,2,true,1438,2,false,10000,15
ac19_61881,YXYxYXXYx,YYXYYXYxyXyx,1,121943,s20_mk2_mK2,1,true,,true,7876,2,true,3146,2,false,10000,17,true,1227,2
ac19_61970,YYXXXYx,YYxyXyxYXYX,1,122257,s20_f4,1,true,,true,1429,2,true,276,2,true,803,2,false,10000,14
ac19_62156,YXXYxxyx,YYYxxyxyXYXyX,1,122875,baseline,1,true,,false,10000,15,true,1386,2,true,2579,2,true,2938,2
ac19_62237,YXyXXyx,YYxYYxyxYxyxyXX,1,123142,baseline,1,true,,false,10000,14,true,4145,2,true,4005,2,true,3030,2
ac19_62288,YXyXXyx,YYXXXyXXXyyxyxx,1,123282,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,16,false,10000,14,true,7533,2
ac19_62315,YYXXXyX,YYYxyXyyX,1,123378,"baseline,s20_f4",2,true,,false,10000,15,true,2872,2,true,3944,2,false,10000,15
ac19_62338,YXXXyxxYx,YYXYxYYxYXYx,1,123443,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,5630,2,false,10000,17,false,10000,17
ac19_62373,YXyXXyx,YYXXYxxyXXyxyxx,1,123542,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,17,false,10000,16,true,7532,2
ac19_62437,YXyXXXyx,YYXYxyXyxyX,1,123733,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_62507,YXXYxxyX,YYYYXYXXyXX,1,123934,s20_f4,1,true,,true,1585,2,true,1586,2,true,1879,2,false,10000,14
ac19_62582,YYXXXYx,YYXXYXyyxx,1,124142,"baseline,s20_mk2_mK2",2,true,,false,10000,14,true,3185,2,false,10000,14,true,5932,2
ac19_62584,YYXXyxx,YYxYxyXXX,1,124145,baseline,1,true,,false,10000,16,true,6526,2,true,7540,2,true,2939,2
ac19_62603,YYXXyxx,YYXXYxYxYX,1,124194,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,16,false,10000,16,false,10000,16,false,10000,16
ac19_62675,YYXXyxx,YXYXXXYxYxx,1,124402,baseline,1,true,,false,10000,16,true,880,2,true,1418,2,true,8800,2
ac19_62676,YYXXXXXyX,YYYXXXXXXyyX,2,124406 148477,baseline,1,true,,false,10000,16,true,3196,2,true,870,2,true,3063,2
ac19_62816,YXYXyXXYXyX,YYYXyXXXYXyXyx,1,124848,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,19,true,6079,2,false,10000,19,false,10000,19
ac19_63028,YXyXXXyx,YYXyXYxxyxyXX,1,125476,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_63042,YXXYx,YYYXYXyxYYXyyx,1,125503,"baseline,s20_f4",2,true,,false,10000,18,true,500,2,true,3880,2,false,10000,18
ac19_63210,YXyXXyx,YYXYXyxyxxYxYxxyx,1,125985,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,16,false,10000,17
ac19_63266,YXXyXYx,YYXXXYYXXXX,1,126155,s20_f4,1,true,,true,1067,2,true,4786,2,true,1807,2,false,10000,18
ac19_63358,YYXXXYx,YYXYxYxyyXX,1,126469,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,16,false,10000,15,false,10000,16,false,10000,16
ac19_6342,YXXyXyX,YYxxxyXYxxyX,1,7623,s20_mk2_mK2,1,true,,true,8440,2,true,2942,2,false,10000,15,true,1234,2
ac19_63532,YXXyXyxx,YYxYXyyxx,1,126976,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,14,true,6872,2,false,10000,17,false,10000,17
ac19_63548,YYXXXYX,YYXyXXYxyx,2,127033 151898,s20_f4,1,true,,true,1672,2,true,2229,2,true,6353,2,false,10000,14
ac19_63556,YYXXyxxyx,YYxxyXYxyx,1,127046,s20_f4,1,true,,true,1213,2,true,1760,2,true,1555,2,false,10000,14
ac19_63589,YYXXX,YYYXXyXyXyxYx,1,127153,s20_mk2_mK2,1,true,,true,9677,2,true,331,2,false,10000,15,true,212,2
ac19_63590,YXXYXXyX,YYYXXXyXYXXyyxx,1,127159,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,16,true,3226,2,false,10000,15,false,10000,15
ac19_63678,YYYXXXyxx,YXXyxxxxyXX,1,127440,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2168,2,false,10000,17,true,6702,2
ac19_63681,YXYXXXX,YYXXyyXXYx,1,127454,s20_mk2_mK2,1,true,,true,3610,2,true,512,2,false,10000,15,true,46,2
ac19_63744,YYXXXYYxYXX,YYXYxyXyyxxYXX,1,127661,baseline,1,true,,false,10000,15,true,1741,2,true,2922,2,true,4953,2
ac19_63762,YXYxYXXyx,YYxyxyXXyx,1,127709,s20_mk2_mK2,1,true,,true,9737,2,true,4119,2,false,10000,17,true,5370,2
ac19_63772,YYXXXyx,YYXyXXyyxYx,1,127735,s20_f4,1,true,,true,1972,2,true,1585,2,true,1921,2,false,10000,14
ac19_6385,YYXXyxx,YYXYYXXYxyx,12,7674 17673 31725 33066 38915 60432 62577 65376 94772 106865 123286 127507,"baseline,s20_f4",2,true,,false,10000,14,true,2793,2,true,5471,2,false,10000,14
ac19_63978,YXXyXYx,YYXXyxxYXXyxxyx,1,128389,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,8394,2,false,10000,17,false,10000,17
ac19_63993,YYXXXYX,YXyxxxyXyXYx,1,128426,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,4034,2,false,10000,15,true,2981,2
ac19_63999,YXXyXyXyX,YYYXyxxxyx,1,128450,"baseline,s20_f4",2,true,,false,10000,17,true,5606,2,true,6490,2,false,10000,17
ac19_64188,YYXXyxx,YYYYxxxxyXXX,1,129052,s20_f4,1,true,,true,435,2,true,7563,2,true,4587,2,false,10000,19
ac19_64230,YXXYxxyX,YYXXyyXYx,2,129182 150558,s20_f4,1,true,,true,1811,2,true,1584,2,true,1877,2,false,10000,14
ac19_64300,YYXXXyx,YXXyXYxxxxxyX,2,129377 136727,s20_f4,1,true,,true,1959,2,true,1584,2,true,1902,2,false,10000,14
ac19_64447,YXXYXXyx,YYXXYXyXyxx,1,129818,"baseline,s20_f4",2,true,,false,10000,17,true,5600,2,true,6488,2,false,10000,17
ac19_64565,YXXYx,YYYXYXYYYXXyyx,1,130168,"baseline,s20_f4",2,true,,false,10000,18,true,610,2,true,4556,2,false,10000,18
ac19_64573,YYXXyxx,YYxYXYXYxYX,1,130194,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,5632,2,false,10000,17,true,7463,2
ac19_64619,YXXXXXyXyX,YYxxxxxxyxx,1,130331,baseline,1,true,,false,10000,16,true,3219,2,true,866,2,true,3058,2
ac19_64639,YXyXXyX,YYxyXXYXXyxyx,1,130399,"baseline,s20_f4",2,true,,false,10000,18,true,3282,2,true,3245,2,false,10000,18
ac19_64649,YYXyxYXXyx,YYXyyXYxyxx,1,130441,baseline,1,true,,false,10000,14,true,1729,2,true,3830,2,true,2778,2
ac19_64737,YYXXyxx,YYxYxyxYXX,1,130693,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,15,true,6094,2,false,10000,15,false,10000,15
ac19_6482,YXXyxYx,YYYYxyXXYxx,1,7790,baseline,1,true,,false,10000,16,true,4691,2,true,6343,2,true,4593,2
ac19_64974,YXXXyXyX,YYxYxxyxyxx,1,131463,"baseline,s20_f4",2,true,,false,10000,17,true,2378,2,true,1812,2,false,10000,17
ac19_64979,YYYXXXYYXXX,YYXXXYXXYYxyX,1,131488,"baseline,s20_f4",2,true,,false,10000,14,true,4401,2,true,5606,2,false,10000,17
ac19_64982,YYXXX,YXyXYXXXXYxYx,1,131495,s20_mk2_mK2,1,true,,true,9046,2,true,319,2,false,10000,15,true,210,2
ac19_6501,YXXyx,YYYYXyyyyXyyxYxx,1,7813,s20_mk2,1,true,,true,3166,2,false,10000,15,true,7645,2,true,760,2
ac19_65012,YXyXXXyx,YYYXyxYxyxYxyyX,1,131595,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_65037,YXyXXXyx,YYXyXyyXYxyXX,1,131694,baseline,1,true,,false,10000,15,true,8663,2,true,6223,2,true,8679,2
ac19_65047,YXYXyXXYXyX,YYXYXyXYXXyXyX,1,131721,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,5630,2,false,10000,17,true,7463,2
ac19_65049,YXXXyXyx,YYxyXXXyxyX,1,131727,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2677,2,false,10000,17,true,2840,2
ac19_65140,YXXyXYx,YYYxyyXX,1,132013,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,15,true,9916,2,false,10000,15,false,10000,15
ac19_65206,YYXXXYxx,YYXYYxxyXYX,1,132233,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_65219,YXYXXXYXXXyxYx,YYxxxyxxxyXyXyX,1,132284,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,21,false,10000,17
ac19_6525,YXXYx,YYYXyyxYYXyyx,4,7845 21153 134837 139657,"baseline,s20_f4",2,true,,false,10000,18,true,597,2,true,4527,2,false,10000,18
ac19_65325,YXXYxxyx,YYYxxxxyXyXYX,1,132627,"baseline,s20_f4",2,true,,false,10000,14,true,4395,2,true,8566,2,false,10000,17
ac19_65392,YYXXyxx,YYYXXYYxxxxYX,1,132835,s20_f4,1,true,,true,389,2,true,7674,2,true,4531,2,false,10000,19
ac19_6540,YXYXXYx,YYYXYxxyXyX,2,7864 100268,s20_f4,1,true,,true,1954,2,true,1570,2,true,1856,2,false,10000,14
ac19_65502,YYXXXYXX,YYYXXYXXyyx,1,133144,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,1732,2,false,10000,17,true,1473,2
ac19_65522,YXXyXyX,YYYxyyxYxxyX,1,133204,"baseline,s20_mk2,s20_f4",3,true,,false,10000,16,false,10000,14,true,6376,2,false,10000,16
ac19_6554,YYXyxYXXyx,YXyxYXyxxyXyx,1,7883,s20_mk2_mK2,1,true,,true,1839,2,true,2464,2,false,10000,18,true,2411,2
ac19_65694,YXXXyXYx,YYxxyXyXYXX,1,133719,baseline,1,true,,false,10000,17,true,496,2,true,665,2,true,8160,2
ac19_65700,YYXXyx,YXYxyXyxxyXyx,1,133727,s20_f4,1,true,,true,8425,2,true,1713,2,true,4047,2,false,10000,14
ac19_65706,YYXXXyx,YYYYXXyyXYXX,1,133737,s20_f4,1,true,,true,1973,2,true,1586,2,true,1933,2,false,10000,14
ac19_65737,YXXYxYxx,YYxyxyXyX,1,133848,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_65753,YXXYxYxxx,YYYYXyXyxxx,1,133893,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_65754,YXXXYxxxyx,YYxYYxxxyXX,1,133895,s20_f4,1,true,,true,7837,2,true,5542,2,true,8128,2,false,10000,16
ac19_65898,YYYXXXYYXXX,YYXXYYXXXYXyx,1,134371,"baseline,s20_f4",2,true,,false,10000,14,true,4389,2,true,8565,2,false,10000,17
ac19_65967,YXYXyXXYXyX,YYXyXyyxYYxyx,1,134586,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,19,true,6082,2,false,10000,19,false,10000,19
ac19_65990,YXYXYx,YYxyXXyyXYxyx,1,134648,"baseline,s20_f4",2,true,,false,10000,17,true,1871,2,true,4645,2,false,10000,17
ac19_66001,YXXYXXyX,YYXXXYXyXyX,1,134693,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,5719,2,false,10000,15,true,4944,2
ac19_66015,YXYxyx,YYXyXXyyXXyyx,1,134737,"s20_mk2,s20_mk2_mK2,s20_f4",3,true,,true,3503,2,false,10000,17,false,10000,17,false,10000,17
ac19_6606,YYXXXYX,YYXyXYXXyxxx,1,7941,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,3809,2,false,10000,15,true,2982,2
ac19_66134,YXYxxYXyx,YYXyxyXXyxx,1,135048,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2867,2,false,10000,14,true,6122,2
ac19_6618,YXXXYxx,YYYXYYYXYX,2,7955 144936,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2209,2,false,10000,17,true,5187,2
ac19_66184,YXXYXXyX,YYXXXyXYxyX,1,135209,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,5693,2,false,10000,15,true,4944,2
ac19_66187,YXyXXXyx,YYYXyXXyXyxyX,1,135212,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_66196,YYXXYYx,YYXYxYXXyx,1,135235,"baseline,s20_f4",2,true,,false,10000,16,true,1812,2,true,3696,2,false,10000,14
ac19_66208,YYXXXXXyX,YXyXXYxyx,1,135261,baseline,1,true,,false,10000,16,true,3192,2,true,869,2,true,3140,2
ac19_66234,YXXyXyx,YYxxxxxxyXXX,1,135349,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,14,true,3246,2,false,10000,14,false,10000,14
ac19_66250,YYXXXyX,YYYXXyxxyyX,1,135398,"baseline,s20_f4",2,true,,false,10000,14,true,441,2,true,398,2,false,10000,14
ac19_66343,YXYXyx,YYYYYXYYYXXyXXX,1,135679,s20_f4,1,true,,true,5018,2,true,5054,2,true,6352,2,false,10000,13
ac19_66471,YXXyx,YYXYYxyXyxyyxxxYx,1,136059,s20_mk2,1,true,,true,3340,2,false,10000,15,true,7612,2,true,938,2
ac19_6648,YYXXyxx,YYYXXYxYxyx,1,7986,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,15,true,6094,2,false,10000,15,false,10000,15
ac19_66482,YXyXXXyx,YYYxyyXYxxyXXyX,1,136097,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_66533,YYXXXXYX,YYxyXXXYxyX,1,136278,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,3129,2,false,10000,17,true,1625,2
ac19_66543,YXYXyXXYXyX,YYxYxyXYXyXyxyX,1,136318,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,19,true,6082,2,false,10000,19,false,10000,19
ac19_66560,YXXYx,YYYXyyyXYYxyx,1,136353,"baseline,s20_f4",2,true,,false,10000,18,true,610,2,true,4591,2,false,10000,18
ac19_66662,YXXXYxx,YYXyxYXXyx,1,136667,"baseline,s20_f4",2,true,,false,10000,16,true,5839,2,true,8053,2,false,10000,16
ac19_66724,YXXyXyxx,YYYxxxxYYxx,1,136825,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_66744,YXYXXYx,YYYxyXyxyXyx,1,136898,s20_f4,1,true,,true,1954,2,true,1570,2,true,1856,2,false,10000,14
ac19_6678,YYXXyXyxx,YXYxxyXXYxyXX,2,8025 115893,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,6670,2,false,10000,18,false,10000,17
ac19_66802,YXyXXyx,YYXYXyxyxYxxxYxyx,1,137107,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,16,false,10000,17
ac19_66839,YYXXYYx,YYXyxxyXXyx,1,137209,"baseline,s20_f4",2,true,,false,10000,16,true,1812,2,true,3696,2,false,10000,14
ac19_66853,YXyXXYXyXXyX,YYYXyxYxyxyyX,1,137237,s20_f4,1,true,,true,1425,2,true,586,2,true,648,2,false,10000,18
ac19_66930,YXXYx,YYYxyyXYYXyyx,1,137486,"baseline,s20_f4",2,true,,false,10000,18,true,745,2,true,4717,2,false,10000,18
ac19_66937,YXXYXXyx,YYYXXXXXXyX,1,137496,"baseline,s20_f4",2,true,,false,10000,17,true,5600,2,true,6488,2,false,10000,17
ac19_66939,YXyXXXyx,YYYxyyXXXyXXXXyyX,1,137503,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_67055,YYXXXyx,YXyxxxxxyXyxx,2,137936 144949,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_67077,YYXXXXYX,YYXyxYXXXyx,1,138015,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,3129,2,false,10000,17,true,1632,2
ac19_6718,YYXXXYX,YXyXXXYxxx,5,8071 15520 51426 108669 144213,"baseline,s20_f4",2,true,,false,10000,15,true,1403,2,true,2579,2,false,10000,15
ac19_67256,YYXXyxx,YYYxxYYxYXXXX,1,138597,s20_mk2,1,true,,true,1176,2,false,10000,19,true,8481,2,true,8877,2
ac19_67288,YYXXYxyXyx,YXXYxYXXXYx,2,138688 142799,s20_f4,1,true,,true,1988,2,true,1570,2,true,2056,2,false,10000,14
ac19_67404,YYXXYx,YYYXXyXYxyx,1,139054,baseline,1,true,,false,10000,15,true,729,2,true,2546,2,true,2687,2
ac19_67450,YYXXYYx,YYXyXyXYxxx,1,139211,"baseline,s20_f4",2,true,,false,10000,16,true,1812,2,true,3694,2,false,10000,14
ac19_67594,YXXyxYx,YYXYxxxxYXX,1,139685,"baseline,s20_f4",2,true,,false,10000,16,true,2279,2,true,2268,2,false,10000,16
ac19_67659,YXYXXYx,YYxyXyXyxyx,1,139896,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_67669,YXyXXyx,YYYXyxyxyxYx,1,139933,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,18,false,10000,17,false,10000,16,false,10000,16
ac19_67716,YXXyxYx,YYYxYxxYXX,1,140092,"baseline,s20_f4",2,true,,false,10000,16,true,2279,2,true,2268,2,false,10000,16
ac19_67821,YXYxyx,YYXyxYYxxYxYYxx,1,140485,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_67865,YXYXXXX,YYXXyyXyxxxxx,1,140621,s20_mk2_mK2,1,true,,true,3617,2,true,513,2,false,10000,15,true,47,2
ac19_67868,YXXyx,YYYYYYXyxyyXyXyX,2,140635 144639,s20_mk2,1,true,,true,2832,2,false,10000,15,true,7748,2,true,835,2
ac19_67934,YXyXXXyx,YYXyXYXyXyyxx,1,140882,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_67987,YYXXyxx,YYXXYYxYYxYx,1,141054,"baseline,s20_f4",2,true,,false,10000,16,true,6073,2,true,9777,2,false,10000,16
ac19_68059,YXYXyx,YYYYYXYxYXyXXXX,1,141322,s20_f4,1,true,,true,5257,2,true,5055,2,true,6381,2,false,10000,13
ac19_68196,YXXYx,YYYXXyyxYYXYYX,1,141769,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,7237,2,false,10000,18,false,10000,18
ac19_68420,YXYXXYxyX,YYYxyXyxxyyX,1,142457,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,18,false,10000,18,false,10000,18,false,10000,18
ac19_6847,YYXXXXYX,YYXXYXyyx,4,8241 60999 84336 133816,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,8713,2,false,10000,17,false,10000,17
ac19_68470,YYXXXyx,YYYXXXYXyX,1,142590,s20_f4,1,true,,true,1972,2,true,1585,2,true,1914,2,false,10000,14
ac19_68563,YYXXYYx,YXYXyxxyXyx,1,142891,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,3036,2,false,10000,15,false,10000,17
ac19_68656,YXyXXXyx,YYYxyXXXyyXyX,1,143187,baseline,1,true,,false,10000,17,true,8696,2,true,6258,2,true,8680,2
ac19_68714,YXXyXyx,YYxxyxyXXXYx,1,143392,"baseline,s20_f4",2,true,,false,10000,16,true,5545,2,true,6178,2,false,10000,16
ac19_68854,YXXXyXXyx,YYxyxxYXyx,1,143855,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_69027,YYXXyx,YYYXyXXYxYX,1,144413,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,15
ac19_69046,YXXyxYx,YYYXYxxxyX,1,144472,"baseline,s20_f4",2,true,,false,10000,16,true,2279,2,true,2268,2,false,10000,16
ac19_69074,YYXXXyX,YYXyxYXXXyxyx,1,144576,baseline,1,true,,false,10000,17,true,1884,2,true,4083,2,true,3223,2
ac19_69081,YXXYx,YYYxyyXYXYXyyx,1,144602,"baseline,s20_f4",2,true,,false,10000,18,true,500,2,true,4061,2,false,10000,18
ac19_69099,YXYXXYx,YYxyXXXyxxyx,1,144659,s20_f4,1,true,,true,1954,2,true,1570,2,true,1856,2,false,10000,14
ac19_69144,YYXXXYx,YYXYxxxyXXX,1,144793,"baseline,s20_mk2_mK2",2,true,,false,10000,14,true,3115,2,false,10000,14,true,5931,2
ac19_69166,YXYXXXX,YYXyyXXyxxxyxYx,1,144896,s20_mk2_mK2,1,true,,true,4613,2,true,538,2,false,10000,15,true,52,2
ac19_6917,YXYxyx,YYYXyXXyyXXyxyxYx,1,8325,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_69237,YXYXXXX,YYxYXXyXXXyx,1,145113,s20_mk2_mK2,1,true,,true,3723,2,true,535,2,false,10000,15,true,51,2
ac19_69242,YXXYXXyx,YXyXYXXyXYx,1,145132,"baseline,s20_f4",2,true,,false,10000,17,true,5600,2,true,6488,2,false,10000,17
ac19_69251,YYXXXYX,YYxyXyXXYx,1,145161,s20_f4,1,true,,true,8267,2,true,1583,2,true,3879,2,false,10000,13
ac19_69316,YXXyXyx,YYXyxyXXyyX,1,145358,baseline,1,true,,false,10000,15,true,1757,2,true,3996,2,true,6862,2
