name,r1,r2,n_members,members,failed_arms,n_failed_arms,in_complete_10k,missing_arms_10k,baseline_solved,baseline_nodes,baseline_minL,s20_mk2_solved,s20_mk2_nodes,s20_mk2_minL,s20_mk2_mK2_solved,s20_mk2_mK2_nodes,s20_mk2_mK2_minL,s20_f4_solved,s20_f4_nodes,s20_f4_minL
ac19_31218,YXYXXYx,YXyXXYxYXyxx,1,46290,s20_f4,1,true,,true,1954,2,true,1570,2,true,1856,2,false,10000,14
ac19_31277,YYXXyXyxx,YYxxyxxYXXyxx,1,46397,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,19,true,7454,2,false,10000,19,false,10000,19
ac19_3129,YYXXXyxx,YYxyxxYXXXX,2,3855 34446,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,3104,2,false,10000,17,false,10000,15
ac19_31298,YYXXYx,YYYXYYxYXyX,1,46444,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_31354,YXXYXXXYx,YXyXYxyXYx,3,46557 65249 132523,s20_f4,1,true,,true,1871,2,true,1584,2,true,1857,2,false,10000,14
ac19_31359,YXyXXyx,YYYXyxyxxYxxx,1,46568,baseline,1,true,,false,10000,16,true,9813,2,true,9511,2,true,7166,2
ac19_31424,YYXXX,YXYXXXXyXYxYx,2,46683 133689,s20_mk2_mK2,1,true,,true,9707,2,true,331,2,false,10000,15,true,212,2
ac19_31432,YXXyXYxxx,YYYYYYxxyX,3,46697 121811 132818,baseline,1,true,,false,10000,16,true,3225,2,true,866,2,true,3019,2
ac19_31511,YXXXyxYx,YXYXXXXYxyXYx,2,46842 151609,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_31609,YXXyXyx,YYXyxxYXyyx,1,47036,"s20_mk2_mK2,s20_f4",2,true,,true,9037,2,true,4253,2,false,10000,18,false,10000,18
ac19_31653,YXXYx,YYYXYxyyXYXyyx,1,47123,"baseline,s20_f4",2,true,,false,10000,18,true,610,2,true,4626,2,false,10000,18
ac19_31687,YXXYx,YYYYXXyxYYXYYX,1,47182,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,6852,2,false,10000,18,false,10000,18
ac19_31704,YYXXyxx,YYYYXXYYxxxxYX,1,47216,"s20_mk2,s20_f4",2,true,,true,1070,2,false,10000,19,true,8488,2,false,10000,19
ac19_31763,YYXXXYxYx,YYXYxYxYXX,1,47334,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,16,false,10000,16,false,10000,16,false,10000,16
ac19_31782,YXYXyx,YYYYYYXXXXXXX,1,47363,s20_f4,1,true,,true,5519,2,true,8989,2,true,6454,2,false,10000,15
ac19_31936,YYXXyx,YYYXXXYYxyX,1,47657,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,5250,2,false,10000,15,true,8309,2
ac19_31971,YYXXYYxxyX,YYxYXyyxYXX,1,47724,baseline,1,true,,false,10000,19,true,2587,2,true,3914,2,true,5044,2
ac19_31991,YYXXXyx,YXyxxYXXyxYXXyx,2,47758 51448,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,16,false,10000,16,false,10000,16,false,10000,16
ac19_32014,YXXyXXXyx,YYXXyxyxYXXyx,7,47797 56189 79585 96634 106000 111988 119721,baseline,1,true,,false,10000,15,true,742,2,true,2527,2,true,718,2
ac19_32031,YXXXyxx,YYXyxYXXyxYxyX,4,47835 71946 72728 85132,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,20,false,10000,20,false,10000,20,false,10000,20
ac19_32034,YYXXXXYX,YYYYXXXXXXX,1,47844,s20_f4,1,true,,true,1965,2,true,1576,2,true,1903,2,false,10000,14
ac19_32128,YYXXXYx,YXYXXyxYx,4,48034 123493 143019 154176,"baseline,s20_mk2_mK2",2,true,,false,10000,14,true,3036,2,false,10000,14,true,5931,2
ac19_32132,YXyXXyx,YYxYxyxxyxxYX,1,48046,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,16,false,10000,14,true,7532,2
ac19_32169,YYYXXXXyX,YYXXYXXXXXX,1,48113,baseline,1,true,,false,10000,19,true,2599,2,true,3791,2,true,5046,2
ac19_32176,YXyXXXyx,YYxYXyxxxyx,1,48137,baseline,1,true,,false,10000,15,true,8371,2,true,7720,2,true,5574,2
ac19_32192,YXYXXXX,YYYXyyXXyXYx,1,48167,s20_mk2_mK2,1,true,,true,4398,2,true,559,2,false,10000,15,true,58,2
ac19_32241,YXXYx,YYYXYYYXYYXXyx,1,48253,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,2988,2,false,10000,18,false,10000,18
ac19_32248,YYXXXYX,YYYXyXXXYYX,1,48263,"baseline,s20_f4",2,true,,false,10000,15,true,1243,2,true,2580,2,false,10000,15
ac19_32315,YYXXYxYXXYx,YYXyxxyXyyxxyX,4,48399 70633 104750 137432,"baseline,s20_f4",2,true,,false,10000,14,true,2832,2,true,5587,2,false,10000,14
ac19_32340,YYXXYxxyyX,YYYXXXYYXXX,1,48455,baseline,1,false,s20_f4,false,10000,14,true,2801,2,true,5562,2,missing,,
ac19_3252,YXXYxxyX,YYXyxYXXyyx,1,3992,s20_f4,1,true,,true,1959,2,true,1584,2,true,1901,2,false,10000,14
ac19_32555,YXYXXXX,YYXyXyXyxxxxx,1,48895,s20_mk2_mK2,1,true,,true,4613,2,true,576,2,false,10000,15,true,43,2
ac19_32559,YXYxyx,YYXyXXyXyyXXyxx,1,48907,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_32596,YYXXyxYXXyxYXyX,YXyxYXXyxxYXXyx,1,48982,"baseline,s20_f4",2,true,,false,10000,17,true,1468,2,true,7069,2,false,10000,17
ac19_32603,YYXXyxx,YYYYxxxYXXXX,1,49002,s20_mk2,1,true,,true,1309,2,false,10000,19,true,8482,2,true,8875,2
ac19_32632,YXYXXXX,YYXYYXXyXyyx,1,49055,s20_mk2_mK2,1,true,,true,3926,2,true,581,2,false,10000,15,true,46,2
ac19_32643,YXXYx,YYYXYXyyXYYxyx,1,49084,"baseline,s20_f4",2,true,,false,10000,18,true,500,2,true,3946,2,false,10000,18
ac19_32669,YXyXXXyx,YYxYXyyxxxx,1,49147,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_32687,YXXyXyxx,YYYxxYYxxxx,1,49182,s20_f4,1,true,,true,2007,2,true,1112,2,true,3728,2,false,10000,19
ac19_32717,YXXYx,YYYXYYXYxxyyyX,1,49246,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,6798,2,false,10000,18,false,10000,18
ac19_32733,YXXyXYx,YYXYXyXYXyx,2,49274 49977,s20_f4,1,true,,true,1965,2,true,1575,2,true,1995,2,false,10000,14
ac19_3275,YXyXXXyx,YYxyxxyXYXyXX,1,4023,baseline,1,true,,false,10000,17,true,8371,2,true,7720,2,true,5589,2
ac19_32811,YYXXX,YXyXyXYxxxxyx,2,49421 101375,s20_mk2_mK2,1,true,,true,9731,2,true,331,2,false,10000,15,true,212,2
ac19_32846,YYXXYYXXX,YYYxyXXXyx,1,49484,s20_f4,1,false,s20_mk2,true,66,2,missing,,,true,241,2,false,10000,17
ac19_32949,YYYXXXXyX,YYXXyyxYXX,1,49688,baseline,1,true,,false,10000,19,true,2599,2,true,3856,2,true,5048,2
ac19_3303,YXXyxYx,YYYYYXYxyX,2,4054 99453,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_33072,YXXXyxYx,YYYXXYXyX,2,49945 119013,s20_f4,1,true,,true,48,2,true,448,2,true,235,2,false,10000,17
ac19_33075,YYXXYx,YYXyxYxyXyxYX,1,49949,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,15,true,4188,2,false,10000,15,false,10000,15
ac19_33080,YXYxxYXyxYXyx,YYxYXYxxYXyxyX,1,49960,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,20,false,10000,20,false,10000,20,false,10000,20
ac19_33093,YXXYx,YYYXyyxYYXyyyXYx,1,49993,"baseline,s20_f4",2,true,,false,10000,18,true,597,2,true,4527,2,false,10000,18
ac19_33242,YXXXyXYx,YYxxxyXYXXyXX,1,50245,baseline,1,true,,false,10000,15,true,1842,2,true,3910,2,true,2779,2
ac19_33282,YXXyXXYx,YYXyXYxyX,3,50309 132051 141746,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,3932,2,false,10000,17,true,5372,2
ac19_33371,YXyXXXXyx,YYXyXYxxyyX,2,50508 111182,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,16,false,10000,16,true,7318,2
ac19_33390,YXyXXXXyx,YYXyXYxyxyx,2,50552 150387,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,16,false,10000,16,true,7315,2
ac19_33400,YXXyx,YYYYYXyyyxxxyxx,2,50569 152290,s20_mk2,1,true,,true,2867,2,false,10000,15,true,7719,2,true,669,2
ac19_33405,YXXXyXyxx,YYxyxYXyxx,1,50581,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2635,2,false,10000,17,true,1263,2
ac19_33415,YYXXXYX,YYXXXXyxYxyx,1,50604,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,4035,2,false,10000,15,true,2984,2
ac19_33428,YXXyXYx,YYXyXYXXX,4,50625 53202 83812 84258,baseline,1,true,,false,10000,15,true,1741,2,true,2903,2,true,4952,2
ac19_33435,YXXyXyx,YYxxYXyxyx,1,50640,"baseline,s20_mk2_mK2,s20_f4",3,false,s20_mk2,false,10000,17,missing,,,false,10000,17,false,10000,17
ac19_33460,YXXyXYx,YYXYxyXXyx,1,50697,s20_f4,1,true,,true,1965,2,true,1575,2,true,1995,2,false,10000,14
ac19_33514,YXyXXXyx,YYxyxyXYXyXyXXX,1,50807,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_33803,YXyXXXyx,YYYxxxxxyxx,1,51413,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_3382,YXXYxxyx,YXXYxYxxYxxyX,6,4144 23766 58114 80661 125580 149418,baseline,1,true,,false,10000,15,true,886,2,true,2578,2,true,2936,2
ac19_33905,YXyXXXXyx,YYXXyXXyyX,2,51660 139189,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,16,false,10000,16,true,7326,2
ac19_33987,YXYXXYx,YYYYXyXyx,2,51817 107473,s20_f4,1,true,,true,1956,2,true,1570,2,true,1856,2,false,10000,14
ac19_34089,YYXXYx,YYYxyyXYxyX,3,52006 54721 67720,baseline,1,true,,false,10000,15,true,729,2,true,2541,2,true,2687,2
ac19_34117,YXyXXyx,YYxxyxyxxYXYx,1,52058,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,16,false,10000,14,true,7532,2
ac19_3432,YXXyXYx,YYXXXXyxxx,8,4207 86554 117943 121287 128131 138522 153391 156549,baseline,1,true,,false,10000,15,true,1734,2,true,2895,2,true,4934,2
ac19_34569,YXYXXXX,YYXXXXyyxYx,2,52954 124968,s20_mk2_mK2,1,true,,true,4349,2,true,508,2,false,10000,15,true,64,2
ac19_34580,YYXXXYX,YXYxxxYXyXyX,1,52975,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,4097,2,false,10000,15,true,2983,2
ac19_34742,YYXXXyX,YYXXYXyXyx,2,53299 148162,s20_f4,1,true,,true,9943,2,true,439,2,true,395,2,false,10000,14
ac19_35070,YXyXXXXyx,YYXyyxxYXXyxx,1,53955,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,18,false,10000,18,false,10000,18,false,10000,18
ac19_3508,YYYXXyyXX,YXXYXXXXX,2,4294 122359,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,1335,2,false,10000,17,true,369,2
ac19_35172,YYXXXyX,YYXXyxyxx,4,54158 97465 113728 137098,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,15,true,7353,2,false,10000,15,false,10000,15
ac19_3518,YYXXyx,YYYYXyxyyXX,12,4304 7047 10668 16962 41840 45454 58889 99331 121176 134136 136239 144770,s20_f4,1,true,,true,8000,2,true,1653,2,true,3910,2,false,10000,14
ac19_35195,YXXYx,YYYYXXyxYYYXYX,1,54204,"baseline,s20_f4",2,true,,false,10000,18,true,733,2,true,4693,2,false,10000,18
ac19_35223,YXXXyXYx,YXyXYxyxxyx,1,54258,"baseline,s20_f4",2,true,,false,10000,15,true,2274,2,true,6412,2,false,10000,15
ac19_35247,YYYXyxyyX,YYxxxxxyx,1,54304,baseline,1,true,,false,10000,16,true,3210,2,true,867,2,true,3023,2
ac19_35248,YXXyXyxx,YYXXXyyxyxx,1,54305,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,14,true,6873,2,false,10000,17,false,10000,17
ac19_35292,YYXXXXyx,YYXYXXyxyyx,2,54393 152096,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,4440,2,false,10000,17,false,10000,15
ac19_353,YXYxyx,YYXXXyyXyXyxYxx,3,883 32987 48765,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_35373,YXXXyxxYx,YXYxYXXYxyxx,2,54552 81657,s20_mk2_mK2,1,true,,true,7838,2,true,2919,2,false,10000,17,true,2285,2
ac19_35464,YXyXXyx,YYxYXyxYxxxyxyXYX,1,54735,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,16,false,10000,17
ac19_35481,YXXyXyx,YYxyxyXYxyX,2,54770 125271,s20_f4,1,true,,true,1966,2,true,1584,2,true,2033,2,false,10000,14
ac19_3549,YXXYx,YYYXYxyXYYXyyx,3,4338 41292 77914,"baseline,s20_f4",2,true,,false,10000,18,true,742,2,true,4706,2,false,10000,18
ac19_35617,YXXXXyXyx,YYYxyxxxyX,1,55064,s20_f4,1,false,baseline,missing,,,true,2272,2,true,2257,2,false,10000,16
ac19_3566,YYXXXYxx,YYYxxyXXX,3,4358 37572 85230,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2155,2,false,10000,17,true,1633,2
ac19_35874,YXXyXyX,YYYXyyyxx,2,55644 103813,"baseline,s20_mk2,s20_f4",3,true,,false,10000,16,false,10000,14,true,6374,2,false,10000,16
ac19_35969,YXXYxxyx,YYYxxyXYxyX,2,55827 149063,baseline,1,true,,false,10000,15,true,1385,2,true,2578,2,true,2937,2
ac19_35983,YXyXXyx,YYxxyxYxxyxxYXX,1,55849,baseline,1,true,,false,10000,16,true,9888,2,true,9584,2,true,7526,2
ac19_36109,YXYxxYXyx,YYxxyXXyxYX,1,56103,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,4179,2,false,10000,17,true,2141,2
ac19_36119,YXXyx,YYYXYXyyxyyXyXXX,1,56124,s20_mk2,1,true,,true,3340,2,false,10000,15,true,7625,2,true,937,2
ac19_36141,YYXXYYXXX,YYYXXyxxyX,3,56191 84443 141998,s20_f4,1,true,,true,1587,2,true,1583,2,true,1805,2,false,10000,14
ac19_36146,YXXYXXyx,YYxyxyXyx,1,56199,baseline,1,true,,false,10000,17,true,5600,2,true,6475,2,true,7463,2
ac19_36201,YXXYxxyX,YYXXXXYYxyX,2,56306 68652,s20_f4,1,true,,true,1813,2,true,1581,2,true,1800,2,false,10000,14
ac19_36218,YXyXXXXyx,YYXyXXYxyyx,2,56358 151507,baseline,1,true,,false,10000,15,true,2393,2,true,1538,2,true,3927,2
ac19_36231,YYXXXYxYX,YXXXXYxYx,1,56380,s20_f4,1,true,,true,8260,2,true,1705,2,true,4194,2,false,10000,14
ac19_36259,YYXXXyyxx,YYXyxxxyyx,2,56438 67577,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,1331,2,false,10000,17,true,365,2
ac19_36279,YYXXXyx,YYxyXXyxyx,1,56469,s20_f4,1,true,,true,1972,2,true,1584,2,true,1921,2,false,10000,14
ac19_36350,YYXXXYxx,YYYYXXXyxyxYYYX,1,56611,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_36358,YYXXXXYX,YYYXyyXYX,2,56625 75879,s20_f4,1,true,,true,1965,2,true,1576,2,true,1902,2,false,10000,14
ac19_36372,YXXYx,YYYYXXyyxyxyyx,1,56656,"baseline,s20_f4",2,true,,false,10000,18,true,609,2,true,4554,2,false,10000,18
ac19_36375,YYXXXYX,YYXyXyXYxx,2,56660 120591,s20_f4,1,true,,true,8267,2,true,1583,2,true,3879,2,false,10000,13
ac19_36429,YXXyXYx,YYxyxYxyXYXyXX,1,56768,baseline,1,true,,false,10000,15,true,1742,2,true,2904,2,true,4950,2
ac19_3648,YYXXYx,YYYXXyxYxYX,1,4454,baseline,1,true,,false,10000,15,true,729,2,true,2546,2,true,2687,2
ac19_3654,YYXXXYX,YYYXyxxyXX,2,4462 138200,s20_f4,1,true,,true,1641,2,true,2229,2,true,6341,2,false,10000,14
ac19_36591,YYXXXYX,YYXXyXyxYx,1,57101,"baseline,s20_mk2_mK2",2,true,,false,10000,16,true,7792,2,false,10000,16,true,7283,2
ac19_3666,YXXXYxx,YYYXXXyxyxyyxx,3,4474 29556 79973,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2215,2,false,10000,17,true,6792,2
ac19_3667,YYXXXyxxx,YYYYXXYXYxx,2,4475 126009,"baseline,s20_mk2,s20_f4",3,true,,false,10000,16,false,10000,14,true,6325,2,false,10000,16
ac19_36685,YYXXXYX,YYYXyXXYYXX,2,57272 109505,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,4097,2,false,10000,15,true,2984,2
ac19_36689,YYXXyxx,YYxYXYYxxyX,1,57276,baseline,1,true,,false,10000,16,true,870,2,true,1417,2,true,3404,2
ac19_36702,YXyXXXyx,YYxYXyxxyxx,1,57306,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_368,YYXXyx,YYYYXyyyyxx,8,898 17442 26942 76387 101688 112820 118395 151156,s20_f4,1,true,,true,6791,2,true,1656,2,true,3909,2,false,10000,14
ac19_36913,YXyXXyx,YYxYxxyxxxyXYXX,1,57784,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,17,false,10000,16,true,7532,2
ac19_3696,YYXXyx,YYYXyXXYX,4,4507 4842 49057 118230,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,5200,2,false,10000,15,true,8310,2
ac19_37106,YXYxyXXyx,YYXyXXyxyX,3,58181 82804 112663,baseline,1,true,,false,10000,15,true,1392,2,true,2585,2,true,2688,2
ac19_3713,YXyXXXyx,YYXyyXyXX,4,4525 31214 116309 130558,baseline,1,true,,false,10000,15,true,3224,2,true,916,2,true,3005,2
ac19_37314,YYXXYXXyXYx,YYXXyXYXyXYxx,1,58642,baseline,1,true,,false,10000,15,true,1751,2,true,2924,2,true,4953,2
ac19_37433,YYXXYXyXXyX,YYXyXYYXyXyX,1,58898,"baseline,s20_f4",2,true,,false,10000,16,true,882,2,true,648,2,false,10000,14
ac19_37598,YXYXyXXYXyX,YYxYxyXYXyXXyXXYXyXX,1,59257,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,19,true,6085,2,false,10000,19,false,10000,19
ac19_37610,YYXXXyxyx,YXXXyXXXXyx,3,59286 105090 123379,"baseline,s20_f4",2,true,,false,10000,16,true,1797,2,true,3643,2,false,10000,14
ac19_37634,YXYxyXXyx,YYYXyxYXyyx,3,59351 133133 156759,baseline,1,true,,false,10000,15,true,745,2,true,2573,2,true,2687,2
ac19_37661,YXXYxxyX,YYxyxYXXXyx,1,59429,s20_f4,1,false,s20_mk2_mK2,true,1956,2,true,1570,2,missing,,,false,10000,14
ac19_37815,YYXXXXyX,YXYxxyXyx,1,59761,baseline,1,true,,false,10000,15,true,1746,2,true,3850,2,true,2779,2
ac19_3782,YYXXXXYX,YYXYxyyXX,3,4601 69866 96745,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,3129,2,false,10000,17,true,1400,2
ac19_37847,YXyXXyx,YYxyXyxxyXXYX,1,59814,baseline,1,true,,false,10000,16,true,9560,2,true,9259,2,true,7113,2
ac19_3785,YXyXYxx,YYYYYXYxyX,6,4605 21383 51995 74968 118882 146459,baseline,1,true,,false,10000,16,true,3200,2,true,872,2,true,3058,2
ac19_37958,YYXXXyx,YYYYXXXXXXX,1,60029,s20_f4,1,true,,true,1973,2,true,1585,2,true,1933,2,false,10000,14
ac19_3797,YYXXYx,YYYxyXYxyyX,10,4619 17325 27179 30179 60867 85935 119587 127449 129711 144968,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,15,true,3979,2,false,10000,15,false,10000,15
ac19_37979,YXXXYXXXyX,YYXXyXYXXXyXX,1,60078,s20_f4,1,true,,true,8867,2,true,469,2,true,469,2,false,10000,14
ac19_37985,YYXXyxx,YYxyXXXYxxyX,1,60089,"baseline,s20_f4",2,true,,false,10000,14,true,2807,2,true,5575,2,false,10000,14
ac19_38100,YXYXyxxyXYx,YXXYxYXXYxYx,1,60309,"baseline,s20_f4",2,true,,false,10000,16,true,877,2,true,642,2,false,10000,14
ac19_3820,YXXXyxx,YYXyXYxyxYXXyx,4,4643 43409 94866 103456,"s20_mk2,s20_mk2_mK2,s20_f4",3,false,baseline,missing,,,false,10000,20,false,10000,20,false,10000,20
ac19_38222,YYXXYxYXX,YYXXYxyXyyxxYX,1,60595,s20_f4,1,true,,true,6790,2,true,5813,2,true,7347,2,false,10000,18
ac19_38455,YXyXXyx,YYxxxYXYXyxyxxx,1,61051,baseline,1,true,,false,10000,16,true,9876,2,true,9572,2,true,7213,2
ac19_38457,YYXXXYx,YYXYYxYXXX,2,61054 95636,"baseline,s20_mk2_mK2",2,true,,false,10000,14,true,3185,2,false,10000,14,true,5934,2
ac19_38490,YXyXXXyx,YYxyxxyXXYx,1,61142,baseline,1,true,,false,10000,17,true,8371,2,true,7720,2,true,5589,2
ac19_38497,YXXXyxYx,YXXYxxyXX,2,61159 145275,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,14,false,10000,16,false,10000,17
ac19_3866,YXXYXXyX,YYxYXyXYXyXyX,1,4693,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,5719,2,false,10000,15,true,4944,2
ac19_38668,YXYXYx,YYXyyXyxxyyXYYx,1,61511,"baseline,s20_f4",2,true,,false,10000,19,true,855,2,true,933,2,false,10000,19
ac19_38695,YXXyXyx,YYYxyXXyxyX,1,61563,"baseline,s20_f4",2,true,,false,10000,14,true,2775,2,true,5549,2,false,10000,14
ac19_38740,YXXyx,YYYYYXyyyxxxxxyx,2,61652 114038,s20_mk2,1,true,,true,2919,2,false,10000,15,true,7693,2,true,948,2
ac19_38830,YXXyxYx,YYYYYxxYX,3,61825 63568 77392,baseline,1,true,,false,10000,16,true,4711,2,true,6332,2,true,4593,2
ac19_38904,YXXXYxx,YYXyXyxyx,1,61988,s20_f4,1,false,baseline,missing,,,true,5776,2,true,8040,2,false,10000,16
ac19_38944,YYXXXyx,YYYYYXyyXyX,1,62079,s20_f4,1,true,,true,1973,2,true,1590,2,true,1935,2,false,10000,14
ac19_38948,YXXyXYx,YYXXyxYXXXyxxyx,1,62091,"baseline,s20_f4",2,true,,false,10000,20,true,746,2,true,1325,2,false,10000,20
ac19_39040,YYXXXXXyX,YYXXXXyXyxYX,2,62292 83139,baseline,1,true,,false,10000,16,true,3193,2,true,870,2,true,3063,2
ac19_39128,YXyXXXyx,YYYxyyXYxyXXXyXyX,1,62499,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_39192,YYXXXyX,YYXYxyXXyXXX,1,62628,"baseline,s20_f4",2,true,,false,10000,17,true,510,2,true,649,2,false,10000,17
ac19_39209,YXXYxYxx,YYXYxxYYx,1,62655,s20_f4,1,true,,true,5084,2,true,3324,2,true,3227,2,false,10000,17
ac19_39266,YXXXyxYx,YYXXYYXXX,4,62791 104871 119410 136332,s20_f4,1,true,,true,49,2,true,456,2,true,236,2,false,10000,17
ac19_39288,YYXXXYx,YYxyxyXyXyx,1,62834,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_39344,YXXyXYx,YYXXXyxyxxx,1,62956,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,2358,2,false,10000,18,false,10000,18
ac19_39368,YXXYxYxxx,YYXXyXyyxx,2,63003 152387,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,8663,2,false,10000,17,true,5332,2
ac19_39561,YYYXXXXX,YYXXXXyxxYX,1,63391,baseline,1,true,,false,10000,15,true,1753,2,true,4189,2,true,8796,2
ac19_39583,YYXYxxYXyyx,YYYXyyxYYXyyx,4,63437 93274 135470 154932,s20_f4,1,true,,true,1943,2,true,1574,2,true,1887,2,false,10000,14
ac19_39709,YXYXXXX,YYxYXyXXXXyxx,1,63688,s20_mk2_mK2,1,true,,true,3929,2,true,580,2,false,10000,15,true,48,2
ac19_39777,YYXXXXXXyx,YYXyXYxyxyx,3,63837 89609 91676,baseline,1,true,,false,10000,16,true,3199,2,true,871,2,true,3670,2
ac19_39793,YYXXXXXyX,YXYXXXXyXX,2,63881 73629,baseline,1,true,,false,10000,16,true,4719,2,true,6333,2,true,2079,2
ac19_3983,YYXyxxxyX,YYXXyXXYxyX,1,4829,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,5613,2,false,10000,15,true,4933,2
ac19_39855,YXXXyXXYx,YXyxYXXXXX,4,64006 80782 98138 152225,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,18,false,10000,16,false,10000,16,false,10000,16
ac19_39948,YXXyx,YYYYXyyyyxYxxxxx,2,64223 110168,s20_mk2,1,true,,true,3069,2,false,10000,15,true,7759,2,true,798,2
ac19_3995,YXXyXyx,YYYxxxxx,10,4843 23081 36025 62491 62949 66247 66371 91811 121747 128476,baseline,1,true,,false,10000,15,true,1757,2,true,3996,2,true,6862,2
ac19_40127,YXXXyXYx,YYXXyXXYX,2,64632 153192,baseline,1,true,,false,10000,15,true,1842,2,true,3910,2,true,2779,2
ac19_40203,YYXXXyx,YYYxyXyyx,1,64782,"baseline,s20_f4",2,true,,false,10000,15,true,2278,2,true,6538,2,false,10000,15
ac19_40249,YXXyXyx,YYXyXyyxxYX,2,64878 90603,s20_f4,1,true,,true,1966,2,true,1584,2,true,2026,2,false,10000,14
ac19_40312,YXXXXyXyx,YXXYxxxyxx,1,65053,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_4039,YXyXXXyx,YYXyXYXyXYxyXyxyx,1,4891,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_40398,YXXyXyx,YYxxyxYXYxxx,1,65261,s20_f4,1,true,,true,1966,2,true,1584,2,true,2026,2,false,10000,14
